Baseline 100%T,,TigE_100x,,TigE_200x,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
588.9909668,0.004995307419,588.9909668,0.1627961248,588.9909668,0.08879624307,
587.9886475,0.00458865473,587.9886475,0.1637494415,587.9886475,0.08953306824,
586.986084,0.004320823587,586.986084,0.1643233299,586.986084,0.08999226242,
585.9832764,0.004043881316,585.9832764,0.165308103,585.9832764,0.09049578756,
585.0172729,0.003989512101,585.0172729,0.1658342332,585.0172729,0.09078366309,
584.013916,0.003359185299,584.013916,0.1672550142,584.013916,0.09156854451,
583.0103149,0.003247808199,583.0103149,0.1678883433,583.0103149,0.09210014343,
582.0065308,0.002934305929,582.0065308,0.1687258482,582.0065308,0.09268137813,
581.0023193,0.002526036697,581.0023193,0.1700000763,581.0023193,0.09315820038,
579.9979858,0.002323203953,579.9979858,0.1708794981,579.9979858,0.09378965944,
578.9932861,0.001902014599,578.9932861,0.1717597693,578.9932861,0.09440610558,
577.9884644,0.001635184861,577.9884644,0.1729466766,577.9884644,0.09501073509,
576.9832764,0.001360572875,576.9832764,0.1737116575,576.9832764,0.09551650286,
576.0151367,0.0008988879854,576.0151367,0.1749054044,576.0151367,0.09620515257,
575.0095215,0.0006959061138,575.0095215,0.1762870997,575.0095215,0.09696722031,
574.0036621,0.0004953255993,574.0036621,0.1771759689,574.0036621,0.097500287,
572.9974365,6.213076995E-005,572.9974365,0.1782849431,572.9974365,0.09824229777,
571.9910889,-0.0001143491536,571.9910889,0.1795427948,571.9910889,0.09889595211,
570.9844971,-0.0003451816156,570.9844971,0.1807844937,570.9844971,0.0997287333,
570.0148926,-0.0008745305822,570.0148926,0.1822548062,570.0148926,0.100724861,
569.0077515,-0.001262227539,569.0077515,0.1836771518,569.0077515,0.1014237553,
568.0003052,-0.001764835091,568.0003052,0.1848012209,568.0003052,0.1021701172,
566.9927368,-0.002085071523,566.9927368,0.1861567199,566.9927368,0.1029072627,
565.9848633,-0.001961602597,565.9848633,0.1873505414,565.9848633,0.1033772528,
565.0140381,-0.00253062835,565.0140381,0.1887334585,565.0140381,0.1044901162,
564.0056152,-0.002959428588,564.0056152,0.1902052164,564.0056152,0.1052146256,
562.9970703,-0.003473173827,562.9970703,0.1916575581,562.9970703,0.1060022265,
561.9882202,-0.003860457567,561.9882202,0.1934536994,561.9882202,0.1069482267,
561.0164795,-0.003926339559,561.0164795,0.1944486648,561.0164795,0.1075631529,
560.0071411,-0.004447859246,560.0071411,0.1961497366,560.0071411,0.1085779369,
558.9974976,-0.004797666334,558.9974976,0.1974685788,558.9974976,0.1094311774,
557.9876709,-0.004738062155,557.9876709,0.1987103522,557.9876709,0.1098502129,
557.0150146,-0.005056421272,557.0150146,0.2003406733,557.0150146,0.1106282771,
556.0046997,-0.005320187658,556.0046997,0.2018552274,556.0046997,0.1116357893,
554.9941406,-0.005585838109,554.9941406,0.203736335,554.9941406,0.1126389131,
553.9832764,-0.005854594987,553.9832764,0.2052829713,553.9832764,0.1134898216,
553.0097046,-0.005682834424,553.0097046,0.2064829767,553.0097046,0.1143321618,
551.9984741,-0.00564415101,551.9984741,0.2080343366,551.9984741,0.1151523814,
550.9869385,-0.005952450912,550.9869385,0.2098101825,550.9869385,0.1161286607,
550.0126953,-0.006059321109,550.0126953,0.2114822119,550.0126953,0.1171592027,
549.0006104,-0.006132884882,549.0006104,0.2133055627,549.0006104,0.1179976314,
547.9884644,-0.006167237181,547.9884644,0.2148561478,547.9884644,0.1188158244,
547.0134277,-0.005711959675,547.0134277,0.2164918929,547.0134277,0.119680129,
546.0007935,-0.00544454623,546.0007935,0.2183318138,546.0007935,0.1208836585,
544.9877319,-0.005575104617,544.9877319,0.2203782201,544.9877319,0.1219125018,
544.012146,-0.00525339134,544.012146,0.2221134156,544.012146,0.1229701787,
542.9986572,-0.004780205898,542.9986572,0.2241119146,542.9986572,0.1239471585,
541.9850464,-0.004177717026,541.9850464,0.2258444726,541.9850464,0.1249391139,
541.008728,-0.003265477484,541.008728,0.2275807858,541.008728,0.1259948611,
539.9946289,-0.003286287421,539.9946289,0.2298366874,539.9946289,0.1272153407,
539.0178833,-0.003093871986,539.0178833,0.2318343967,539.0178833,0.1282047778,
538.0031738,-0.002865987597,538.0031738,0.2338088453,538.0031738,0.1292892843,
536.9884033,-0.001869338681,536.9884033,0.235743165,536.9884033,0.1306286454,
536.0109253,-0.00140514446,536.0109253,0.2377548367,536.0109253,0.1315842718,
534.9956665,-0.001031985506,534.9956665,0.2399296612,534.9956665,0.1327241659,
534.0177612,-0.0001861837372,534.0177612,0.2420651168,534.0177612,0.1338265687,
533.0020142,0.0006629794952,533.0020142,0.2441504449,533.0020142,0.1349804103,
531.9859619,0.000891054282,531.9859619,0.2465390116,531.9859619,0.1362752318,
531.0074463,0.001401213347,531.0074463,0.2487603128,531.0074463,0.1375503987,
529.9910278,0.001568567939,529.9910278,0.2509689629,529.9910278,0.1386186481,
529.0119629,0.003168531461,529.0119629,0.2529321909,529.0119629,0.1398677975,
527.9951172,0.003972975537,527.9951172,0.254868269,527.9951172,0.1410034746,
527.015625,0.003922977485,527.015625,0.2575382292,527.015625,0.1423413306,
525.998291,0.004663246218,525.998291,0.2598485351,525.998291,0.1435934305,
525.0183716,0.005103414413,525.0183716,0.2624034584,525.0183716,0.145022586,
524.0006104,0.005578953773,524.0006104,0.2645884454,524.0006104,0.1461662203,
522.9825439,0.005898176227,522.9825439,0.2669329345,522.9825439,0.1475005448,
522.0020142,0.006264430005,522.0020142,0.2696259022,522.0020142,0.1489080191,
520.9835815,0.006670578849,520.9835815,0.2723492086,520.9835815,0.1504095495,
520.0025635,0.006858411245,520.0025635,0.2750792801,520.0025635,0.151831463,
