Baseline 100%T,,100x,,200x,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
458.9940186,0.02264451794,458.9940186,0.4220308363,458.9940186,0.1923532784,
458.0005493,0.02261651121,458.0005493,0.4285728037,458.0005493,0.1952926964,
457.0069275,0.02264830843,457.0069275,0.4347680509,457.0069275,0.1981008053,
456.013031,0.02300022915,456.013031,0.4401823878,456.013031,0.2004643679,
455.019043,0.02277511358,455.019043,0.4463603199,455.019043,0.2034898996,
453.9866028,0.02301041037,453.9866028,0.4528621733,453.9866028,0.2063634694,
452.9921875,0.02329977416,452.9921875,0.4589723945,452.9921875,0.2094209641,
451.9976501,0.02324056439,451.9976501,0.4658977091,451.9976501,0.2125750631,
451.0028687,0.0233270321,451.0028687,0.4718307555,451.0028687,0.2152916044,
450.0079346,0.02328660898,450.0079346,0.4779638648,450.0079346,0.2180505246,
449.0127869,0.02334224619,449.0127869,0.4840195775,449.0127869,0.2211349458,
448.0174561,0.0235373769,448.0174561,0.4901687205,448.0174561,0.2236886322,
446.9836731,0.02372472174,446.9836731,0.497118026,446.9836731,0.2269673049,
445.9879456,0.02365495637,445.9879456,0.5038148165,445.9879456,0.2301223278,
444.9920654,0.02361559495,444.9920654,0.5100809932,444.9920654,0.2330479622,
443.9960632,0.02368166298,443.9960632,0.5162016749,443.9960632,0.2359720618,
442.9998474,0.02342239767,442.9998474,0.5230830908,442.9998474,0.2389722019,
442.003418,0.02375772037,442.003418,0.5292293429,442.003418,0.2418829501,
441.0068054,0.02364186384,441.0068054,0.5364521742,441.0068054,0.2452557087,
440.0100708,0.02381418459,440.0100708,0.5424107313,440.0100708,0.2479089946,
439.013092,0.02382118441,439.013092,0.5489695072,439.013092,0.2509777546,
438.0159607,0.02371110581,438.0159607,0.5556259751,438.0159607,0.254027158,
437.0187073,0.02356093377,437.0187073,0.5625476837,437.0187073,0.2571787536,
435.9828491,0.02325031348,435.9828491,0.5697569251,435.9828491,0.2604673803,
434.9851685,0.02317775786,434.9851685,0.5761709809,434.9851685,0.2634672821,
433.9872742,0.02322199382,433.9872742,0.5820662379,433.9872742,0.2662059069,
432.9892883,0.02319362201,432.9892883,0.588357985,432.9892883,0.2690798044,
431.9910889,0.02283336036,431.9910889,0.5945349932,431.9910889,0.2718994617,
430.9927063,0.02284500934,430.9927063,0.600536406,430.9927063,0.2747517824,
429.9941406,0.02272083052,429.9941406,0.6068347692,429.9941406,0.2775354981,
428.9954529,0.02258158103,428.9954529,0.6121625304,428.9954529,0.279892832,
427.9965515,0.02263565548,427.9965515,0.6172740459,427.9965515,0.2822109461,
426.9974365,0.0225130897,426.9974365,0.6233674288,426.9974365,0.2852398455,
425.99823,0.02245063335,425.99823,0.6287180185,425.99823,0.2876510322,
424.9988403,0.02254397981,424.9988403,0.6342427135,424.9988403,0.2902711332,
423.9992065,0.02234542556,423.9992065,0.6392334104,423.9992065,0.292565614,
422.9994507,0.02215047553,422.9994507,0.644007206,422.9994507,0.2945079207,
421.9995117,0.02250229381,421.9995117,0.6484905481,421.9995117,0.2966071963,
420.9993896,0.02213451453,420.9993896,0.6527400613,420.9993896,0.2984511852,
419.9990845,0.02187981829,419.9990845,0.6575089097,419.9990845,0.3008001745,
418.9986572,0.02176040411,418.9986572,0.6617715359,418.9986572,0.3028613627,
417.9980469,0.02154275775,417.9980469,0.6660671234,417.9980469,0.304654181,
416.9972229,0.02125825919,416.9972229,0.6698535085,416.9972229,0.3064112961,
415.9962769,0.02116355859,415.9962769,0.6733268499,415.9962769,0.3080393076,
414.9951782,0.02094284259,414.9951782,0.6775456667,414.9951782,0.3099840879,
413.9938965,0.02087996155,413.9938965,0.6806297302,413.9938965,0.3114541471,
412.9923706,0.02050828747,412.9923706,0.6842176318,412.9923706,0.3129885197,
411.9907532,0.02027716301,411.9907532,0.6871650815,411.9907532,0.3144042194,
410.9889832,0.020288473,410.9889832,0.6902495027,410.9889832,0.3156759441,
409.9869995,0.020218499,409.9869995,0.692840755,409.9869995,0.3169808686,
408.9848633,0.01982354559,408.9848633,0.6957128048,408.9848633,0.3182181418,
407.9825439,0.01969128847,407.9825439,0.6978375912,407.9825439,0.3193497658,
407.0186157,0.01953594759,407.0186157,0.6997576356,407.0186157,0.3202409446,
406.0160217,0.01940144971,406.0160217,0.7019059062,406.0160217,0.3210774362,
405.0131836,0.0198102165,405.0131836,0.7038037777,405.0131836,0.3218583763,
404.0102234,0.01971195638,404.0102234,0.7055075765,404.0102234,0.3226215243,
403.0071411,0.01982040331,403.0071411,0.7069401145,403.0071411,0.323492229,
402.0038452,0.01966805011,402.0038452,0.7082934976,402.0038452,0.3243030608,
401.0003662,0.01978827082,401.0003662,0.7095226645,401.0003662,0.3246053159,
399.9967957,0.020092085,399.9967957,0.7106754184,399.9967957,0.3250648975,
398.992981,0.02015062422,398.992981,0.7117074728,398.992981,0.3257618546,
397.9890137,0.02039548941,397.9890137,0.7124469876,397.9890137,0.3260817826,
396.9849243,0.02038857155,396.9849243,0.7133739591,396.9849243,0.3262728453,
395.9806824,0.0207378231,395.9806824,0.7140107751,395.9806824,0.3267865181,
395.0148926,0.02148444019,395.0148926,0.7145162225,395.0148926,0.3270880282,
394.0103149,0.02127111889,394.0103149,0.7154040337,394.0103149,0.3271942437,
393.0055847,0.0220743455,393.0055847,0.7156475186,393.0055847,0.3274941742,
392.0007019,0.02269232832,392.0007019,0.7162089348,392.0007019,0.3278129697,
390.995636,0.02268960141,390.995636,0.7165721059,390.995636,0.3278818429,
389.9904175,0.02294654585,389.9904175,0.7170138359,389.9904175,0.3281938434,
388.9850464,0.02309134603,388.9850464,0.7176037431,388.9850464,0.3285606205,
388.018158,0.02413774282,388.018158,0.7178853154,388.018158,0.3285090923,
387.0124817,0.02440302074,387.0124817,0.7182961702,387.0124817,0.3286559582,
386.0066528,0.02488784678,386.0066528,0.7183582187,386.0066528,0.3287652731,
385.0006409,0.02544715255,385.0006409,0.7184964418,385.0006409,0.3288165033,
383.9945068,0.02645618841,383.9945068,0.7187647223,383.9945068,0.3287421167,
382.9881592,0.02684295736,382.9881592,0.7188308239,382.9881592,0.3288878798,
381.9816895,0.02749749646,381.9816895,0.7186965346,381.9816895,0.328895092,
381.0137939,0.02795517258,381.0137939,0.7188211679,381.0137939,0.3288400769,
380.0070496,0.02844442427,380.0070496,0.7184835076,380.0070496,0.3286146522,
379.0001221,0.0294813998,379.0001221,0.7176856399,379.0001221,0.3283049166,
377.993042,0.03068970889,377.993042,0.7178376317,377.993042,0.328345418,
376.9857788,0.03127000481,376.9857788,0.7170283794,376.9857788,0.3282219768,
376.0171204,0.03185093775,376.0171204,0.7166855931,376.0171204,0.3278045356,
375.009613,0.03237909824,375.009613,0.7156977057,375.009613,0.3273717165,
374.0019226,0.03274901584,374.0019226,0.7153357863,374.0019226,0.3269117773,
372.9940796,0.03345588595,372.9940796,0.7144936323,372.9940796,0.3269071281,
371.9860535,0.03410118073,371.9860535,0.7139027715,371.9860535,0.3266730905,
371.0167236,0.03489317,371.0167236,0.7126238346,371.0167236,0.3260275424,
370.0084229,0.03514146805,370.0084229,0.712331295,370.0084229,0.3256633878,
369,0.03560719267,369,0.7108181119,369,0.3251476288,
367.9914246,0.03645677119,367.9914246,0.7101266384,367.9914246,0.3248555958,
366.9826355,0.03660609201,366.9826355,0.7090075612,366.9826355,0.3245576024,
366.0125732,0.03697714955,366.0125732,0.7083163857,366.0125732,0.3240518272,
365.00354,0.03751070797,365.00354,0.7082713246,365.00354,0.3238493502,
363.9943542,0.03701390699,363.9943542,0.7070547938,363.9943542,0.323343277,
362.9850159,0.03871638328,362.9850159,0.7058270574,362.9850159,0.3226720989,
362.0143433,0.03912060335,362.0143433,0.7058600783,362.0143433,0.3227820098,
361.0047607,0.03955454752,361.0047607,0.7050992846,361.0047607,0.3225749433,
359.9949646,0.03901934996,359.9949646,0.705301702,359.9949646,0.3225700259,
358.9850769,0.03928999975,358.9850769,0.7041683197,358.9850769,0.3221029639,
358.0138855,0.04043143988,358.0138855,0.7044141293,358.0138855,0.3220763505,
357.0036621,0.04026818648,357.0036621,0.7042436004,357.0036621,0.322085619,
355.9933167,0.04050196335,355.9933167,0.7046413422,355.9933167,0.3222207427,
354.9828491,0.04082995281,354.9828491,0.70473212,354.9828491,0.3221451938,
354.0110779,0.04128280282,354.0110779,0.7053191066,354.0110779,0.3225462735,
353.0003052,0.04108738899,353.0003052,0.7058865428,353.0003052,0.3228146434,
351.9893799,0.04129749164,351.9893799,0.7068973184,351.9893799,0.3229422271,
351.0172424,0.04158648476,351.0172424,0.7079308033,351.0172424,0.3238810599,
350.0060425,0.04180982709,350.0060425,0.7096652389,350.0060425,0.3245088458,
348.9947205,0.04175832495,348.9947205,0.7122892141,348.9947205,0.3258266449,
347.9832458,0.04182695597,347.9832458,0.7146816254,347.9832458,0.3266652226,
347.010498,0.04213849083,347.010498,0.717184186,347.010498,0.3279584348,
345.9987488,0.04269434139,345.9987488,0.7197656035,345.9987488,0.3292376101,
344.9868469,0.04327109456,344.9868469,0.7228120565,344.9868469,0.3304028809,
344.0137634,0.04313078895,344.0137634,0.7264031768,344.0137634,0.3320937157,
343.0015869,0.04307032749,343.0015869,0.7299848795,343.0015869,0.3334461451,
341.9892883,0.04358839244,341.9892883,0.734796226,341.9892883,0.3358798027,
341.0157776,0.04344674945,341.0157776,0.7385433316,341.0157776,0.3373771906,
340.0031738,0.04370757565,340.0031738,0.7440750599,340.0031738,0.3402019143,
338.990448,0.04432919249,338.990448,0.7490077615,338.990448,0.3422208726,
338.016571,0.0443473123,338.016571,0.7545534968,338.016571,0.3448521495,
337.0035706,0.04449859634,337.0035706,0.7608889937,337.0035706,0.3477006853,
335.990448,0.04488676786,335.990448,0.7669656873,335.990448,0.3503424525,
335.0161438,0.04507197812,335.0161438,0.7727642655,335.0161438,0.3530117571,
334.0027161,0.04580778256,334.0027161,0.7790818214,334.0027161,0.3561222553,
332.9891968,0.04626885056,332.9891968,0.7860683799,332.9891968,0.359333694,
332.0145569,0.0467652902,332.0145569,0.7933730483,332.0145569,0.3627052903,
331.0007324,0.04698037729,331.0007324,0.8011751175,331.0007324,0.3662477732,
329.9868164,0.04782408476,329.9868164,0.808647275,329.9868164,0.3695845008,
329.0117493,0.04829600826,329.0117493,0.8161657453,329.0117493,0.3728684187,
327.9975281,0.04869656637,327.9975281,0.8247005343,327.9975281,0.377050817,
326.9831848,0.05024783686,326.9831848,0.8328191042,326.9831848,0.3806653023,
326.007782,0.05044113472,326.007782,0.8417254686,326.007782,0.3845832348,
324.9931946,0.05228131637,324.9931946,0.8490512371,324.9931946,0.3881061673,
324.0174866,0.05372035876,324.0174866,0.8566487432,324.0174866,0.3916130364,
323.0026245,0.05464664102,323.0026245,0.8647589087,323.0026245,0.3953455389,
321.9876709,0.05585880578,321.9876709,0.87317276,321.9876709,0.3991217911,
321.0116272,0.05678281933,321.0116272,0.8813390136,321.0116272,0.4028125107,
319.9963684,0.05901830271,319.9963684,0.8878860474,319.9963684,0.4060407579,
318.9810181,0.06024944037,318.9810181,0.8963987231,318.9810181,0.4093855619,
318.0045776,0.06193746999,318.0045776,0.9021314383,318.0045776,0.4123560786,
316.9889526,0.0630710423,316.9889526,0.9101483226,316.9889526,0.4160688818,
316.0122681,0.06551532447,316.0122681,0.9161406159,316.0122681,0.4189232588,
314.9963684,0.06764984131,314.9963684,0.9222757816,314.9963684,0.4218918383,
314.0194397,0.06894064695,314.0194397,0.9285866022,314.0194397,0.4246491194,
313.0033569,0.07103984803,313.0033569,0.9347479939,313.0033569,0.4271272123,
311.9870605,0.07319897413,311.9870605,0.9410853386,311.9870605,0.4304758608,
311.0097656,0.07547870278,311.0097656,0.9461393356,311.0097656,0.4327487648,
309.9932861,0.07755918801,309.9932861,0.9525890946,309.9932861,0.4356386662,
309.0157776,0.08023501933,309.0157776,0.9574815035,309.0157776,0.4380758405,
307.9990234,0.08127186447,307.9990234,0.9639056921,307.9990234,0.441054374,
306.9821777,0.08403430879,306.9821777,0.9700805545,306.9821777,0.4437452555,
306.0042725,0.08617115766,306.0042725,0.9766783714,306.0042725,0.4467372298,
304.9871521,0.08814393729,304.9871521,0.9830056429,304.9871521,0.4501629472,
304.0090332,0.08989406377,304.0090332,0.9910436869,304.0090332,0.453549087,
302.9916992,0.09212689847,302.9916992,0.9995706677,302.9916992,0.4572408795,
302.0133667,0.09439609945,302.0133667,1.009132385,302.0133667,0.4618030488,
300.995697,0.09624269605,300.995697,1.020082831,300.995697,0.4664008021,
300.0171509,0.09764828533,300.0171509,1.030822635,300.0171509,0.4714688063,
298.9992981,0.09930532426,298.9992981,1.044539928,298.9992981,0.4777106047,
297.9813538,0.1014448777,297.9813538,1.059115767,297.9813538,0.4843363166,
297.0024109,0.1033715382,297.0024109,1.080028296,297.0024109,0.494136095,
295.9842224,0.1047750637,295.9842224,1.107673168,295.9842224,0.5060358644,
295.0050659,0.1067826152,295.0050659,1.139021754,295.0050659,0.5208410621,
293.9866333,0.1079217717,293.9866333,1.18699646,293.9866333,0.5433251262,
293.0072327,0.1082197726,293.0072327,1.254283905,293.0072327,0.5734180212,
291.9885864,0.1082958728,291.9885864,1.341607094,291.9885864,0.6123846769,
291.0089722,0.1095452607,291.0089722,1.421739101,291.0089722,0.6493963003,
289.9900818,0.1101665199,289.9900818,1.501530051,289.9900818,0.6851608753,
289.0102539,0.1109632328,289.0102539,1.57566309,289.0102539,0.7195186615,
287.9911194,0.111317575,287.9911194,1.660473585,287.9911194,0.757642746,
287.0110779,0.1128626838,287.0110779,1.746183157,287.0110779,0.7978839278,
285.9917297,0.1131939963,285.9917297,1.825981021,285.9917297,0.8355423808,
285.0114441,0.1144348681,285.0114441,1.886329412,285.0114441,0.8630580306,
283.9918518,0.11357034,283.9918518,1.935537696,283.9918518,0.8836224079,
283.0113831,0.1150542945,283.0113831,1.959471822,283.0113831,0.8948323727,
281.9915466,0.1157248467,281.9915466,1.971474409,281.9915466,0.9017336965,
281.0108337,0.1160480678,281.0108337,1.98630321,281.0108337,0.9080872536,
279.9908142,0.1166091561,279.9908142,2.003921986,279.9908142,0.9162812233,
279.0099182,0.1169993207,279.0099182,2.015842915,279.0099182,0.9222405553,
277.9896545,0.1179728657,277.9896545,2.019782305,277.9896545,0.9231082201,
277.0084839,0.1189522073,277.0084839,2.006868601,277.0084839,0.9168171287,
275.9880066,0.120258458,275.9880066,1.977640271,275.9880066,0.9057896733,
275.0066833,0.1209015399,275.0066833,1.945452571,275.0066833,0.8888155818,
273.9859924,0.1222243086,273.9859924,1.906112313,273.9859924,0.8707129359,
273.0043945,0.1222601905,273.0043945,1.862360954,273.0043945,0.8511108756,
271.9835205,0.1265398115,271.9835205,1.824311018,271.9835205,0.8326207995,
271.0017395,0.126726374,271.0017395,1.781605482,271.0017395,0.8137418032,
269.9805908,0.1285611391,269.9805908,1.74475944,269.9805908,0.7957203984,
268.9985962,0.1312922537,268.9985962,1.703621149,268.9985962,0.7784787416,
268.0165405,0.1349855065,268.0165405,1.656720281,268.0165405,0.7559003234,
266.9950867,0.141394794,266.9950867,1.612919688,266.9950867,0.7364851236,
266.0128174,0.1473123729,266.0128174,1.574543118,266.0128174,0.7194871306,
264.9911194,0.1552179605,264.9911194,1.533822894,264.9911194,0.7000171542,
264.008667,0.1646266729,264.008667,1.49169445,264.008667,0.6813086271,
262.9867554,0.1763792634,262.9867554,1.454377055,262.9867554,0.6638843417,
262.0040894,0.1894692779,262.0040894,1.424895167,262.0040894,0.6496189237,
260.9819946,0.2042761594,260.9819946,1.402081609,260.9819946,0.6399512887,
259.9991455,0.2197714895,259.9991455,1.385404229,259.9991455,0.6327731013,
259.0161438,0.2399068922,259.0161438,1.362149715,259.0161438,0.6221346855,
257.9937439,0.2655538023,257.9937439,1.333153009,257.9937439,0.6083802581,
257.0105591,0.2916564941,257.0105591,1.307668567,257.0105591,0.5980457664,
255.9879761,0.3217351139,255.9879761,1.290723205,255.9879761,0.5893779993,
255.0045929,0.3545483649,255.0045929,1.282424808,255.0045929,0.5848492384,
253.9817505,0.3933934271,253.9817505,1.278252363,253.9817505,0.5829364657,
252.9981995,0.4335244894,252.9981995,1.274786472,252.9981995,0.5829526782,
252.0145111,0.4781691432,252.0145111,1.272191644,252.0145111,0.5797233582,
250.9914246,0.5287463069,250.9914246,1.273213148,250.9914246,0.5797280073,
250.0075684,0.5846477151,250.0075684,1.282397628,250.0075684,0.586329639,
248.9842529,0.6448711157,248.9842529,1.304553628,248.9842529,0.594740808,
248.0001831,0.7141606808,248.0001831,1.334628105,248.0001831,0.6090895534,
247.0160675,0.7680116296,247.0160675,1.356823087,247.0160675,0.6230629683,
245.9924622,0.845059514,245.9924622,1.403998017,245.9924622,0.6434976459,
245.0081329,0.9361656904,245.0081329,1.476035953,245.0081329,0.6642105579,
243.984314,1.038978696,243.984314,1.586633325,243.984314,0.7235630155,
242.9998169,1.133715391,242.9998169,1.712943316,242.9998169,0.7831510901,
242.0151825,1.226794958,242.0151825,1.826829076,242.0151825,0.8471118212,
240.9910736,1.325960994,240.9910736,1.963774204,240.9910736,0.9370027184,
240.0063019,1.44721806,240.0063019,2.14605546,240.0063019,1.038520813,
238.9820251,1.578866601,238.9820251,2.304990053,238.9820251,1.159670234,
237.9970398,1.720085621,237.9970398,2.532279491,237.9970398,1.309936881,
237.0119781,1.836196065,237.0119781,2.390019178,237.0119781,1.4335953,
235.9874115,1.976299047,235.9874115,2.01770997,235.9874115,1.417066932,
235.0021362,2.124358416,235.0021362,1.871162772,235.0021362,1.561573982,
234.0167999,2.266554356,234.0167999,1.963782191,234.0167999,1.381589413,
232.9919891,2.455480099,232.9919891,1.590419292,232.9919891,1.129971385,
232.0064545,2.628157616,232.0064545,1.829027772,232.0064545,1.203352332,
230.9814148,2.800541401,230.9814148,1.367693305,230.9814148,0.8099463582,
229.9957275,2.982337713,229.9957275,1.204531908,229.9957275,0.9527789354,

Baseline 100%T,
Baseline 100%T
Collection Time: 6/17/2026 12:19:27 PM
Operator Name  :
Scan Version 5.1.0.1016
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  230.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  600.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 6/17/2026 12:08:53 PM
Method Modifications:
UVVIS SAT Changed: 6/17/2026 12:09:53 PM, Old:0.0125, New:0.1000
Common SAT Changed: 6/17/2026 12:09:53 PM, Old:0.0125, New:0.1000
X Stop nm Changed: 6/17/2026 12:10:21 PM, Old:  200.0, New:  230.0
Common Interval nm Changed: 6/17/2026 12:10:21 PM, Old:     5.00, New:     1.00
Baseline Correction Changed: 6/17/2026 12:10:21 PM, Old:0, New:1
Storage Changed: 6/17/2026 12:10:21 PM, Old:1, New:0
End Method Modifications
<Current Wavelength> , 232.0

100x,
100x
Collection Time: 6/17/2026 12:21:36 PM
Operator Name  :
Scan Version 5.1.0.1016
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  230.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  600.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 6/17/2026 12:08:53 PM
Method Modifications:
UVVIS SAT Changed: 6/17/2026 12:09:53 PM, Old:0.0125, New:0.1000
Common SAT Changed: 6/17/2026 12:09:53 PM, Old:0.0125, New:0.1000
X Stop nm Changed: 6/17/2026 12:10:21 PM, Old:  200.0, New:  230.0
Common Interval nm Changed: 6/17/2026 12:10:21 PM, Old:     5.00, New:     1.00
Baseline Correction Changed: 6/17/2026 12:10:21 PM, Old:0, New:1
Storage Changed: 6/17/2026 12:10:21 PM, Old:1, New:0
End Method Modifications
<Current Wavelength> , 230.0

200x,
200x
Collection Time: 6/17/2026 12:23:33 PM
Operator Name  :
Scan Version 5.1.0.1016
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  230.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  600.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 6/17/2026 12:08:53 PM
Method Modifications:
UVVIS SAT Changed: 6/17/2026 12:09:53 PM, Old:0.0125, New:0.1000
Common SAT Changed: 6/17/2026 12:09:53 PM, Old:0.0125, New:0.1000
X Stop nm Changed: 6/17/2026 12:10:21 PM, Old:  200.0, New:  230.0
Common Interval nm Changed: 6/17/2026 12:10:21 PM, Old:     5.00, New:     1.00
Baseline Correction Changed: 6/17/2026 12:10:21 PM, Old:0, New:1
Storage Changed: 6/17/2026 12:10:21 PM, Old:1, New:0
End Method Modifications
<Current Wavelength> , 232.0

