Baseline 100%T,,CM52_frac_110-175_10x,,CM52_frac_110-175_10x1_repeat,,CM52_frac_176-240_10x,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
561.0164795,-0.01918458566,561.0164795,-0.0002643188345,561.0164795,0.002190783853,561.0164795,-0.00249408232,
560.0071411,-0.01953173615,560.0071411,-0.0001470074203,560.0071411,0.002129492583,560.0071411,-0.002535723848,
558.9974976,-0.01969493926,558.9974976,-0.0002287199459,558.9974976,0.002068027621,558.9974976,-0.002504737582,
557.9876709,-0.02000924945,557.9876709,-0.0001487153058,557.9876709,0.002243627328,557.9876709,-0.002472822322,
557.0150146,-0.02019115351,557.0150146,-0.0001049807979,557.0150146,0.00209094258,557.0150146,-0.002567016985,
556.0046997,-0.02047685534,556.0046997,-0.0001247006876,556.0046997,0.002121428493,556.0046997,-0.002487081569,
554.9941406,-0.02058613673,554.9941406,-8.815866022E-005,554.9941406,0.002219195245,554.9941406,-0.002569641685,
553.9832764,-0.02059151791,553.9832764,-0.0002790646104,553.9832764,0.002120960271,553.9832764,-0.002633558353,
553.0097046,-0.02081414126,553.0097046,-5.332182263E-005,553.0097046,0.002152072499,553.0097046,-0.002527900273,
551.9984741,-0.0209624581,551.9984741,-9.064320329E-005,551.9984741,0.002123561455,551.9984741,-0.002522547264,
550.9869385,-0.02109455131,550.9869385,-0.0001004259466,550.9869385,0.002279302338,550.9869385,-0.002546892967,
550.0126953,-0.02113799751,550.0126953,-0.000119887256,550.0126953,0.002343581989,550.0126953,-0.00235404633,
549.0006104,-0.02092521079,549.0006104,-0.000214438187,549.0006104,0.002131469548,549.0006104,-0.002699214965,
547.9884644,-0.02095861174,547.9884644,-6.905827468E-005,547.9884644,0.002157197567,547.9884644,-0.002666542307,
547.0134277,-0.02084932476,547.0134277,-8.283502098E-007,547.0134277,0.002187453909,547.0134277,-0.002633558353,
546.0007935,-0.02077303082,546.0007935,-5.63242138E-005,546.0007935,0.002181834308,546.0007935,-0.002489861334,
544.9877319,-0.02045937255,544.9877319,-0.0001811639813,544.9877319,0.002159096533,544.9877319,-0.002676987555,
544.012146,-0.02019298263,544.012146,-6.124188076E-005,544.012146,0.002171635861,544.012146,-0.002654090058,
542.9986572,-0.01973120496,542.9986572,-0.0001297728595,542.9986572,0.002062981715,542.9986572,-0.002723139245,
541.9850464,-0.01942936704,541.9850464,-0.0001103119866,541.9850464,0.002221250674,541.9850464,-0.002844643081,
541.008728,-0.01933628507,541.008728,-9.261012019E-005,541.008728,0.002060302999,541.008728,-0.002623729641,
539.9946289,-0.01883681305,539.9946289,-0.0002519009577,539.9946289,0.001929991064,539.9946289,-0.002825920703,
539.0178833,-0.01852115616,539.0178833,-6.93688562E-005,539.0178833,0.002094896277,539.0178833,-0.002714804374,
538.0031738,-0.01802337728,538.0031738,-0.0001124858463,538.0031738,0.002193671884,538.0031738,-0.002804008545,
536.9884033,-0.01757619157,536.9884033,-0.0001367081713,536.9884033,0.002122989157,536.9884033,-0.002763575641,
536.0109253,-0.01709743589,536.0109253,-0.0001763511827,536.0109253,0.002154153772,536.0109253,-0.002679148689,
534.9956665,-0.01625799388,534.9956665,-0.000248796423,534.9956665,0.00210870849,534.9956665,-0.002810952719,
534.0177612,-0.01579950005,534.0177612,-8.526001329E-005,534.0177612,0.002029847354,534.0177612,-0.002934437478,
533.0020142,-0.01559691783,533.0020142,-7.925560203E-005,533.0020142,0.002182666678,533.0020142,-0.002680435078,
531.9859619,-0.01495289057,531.9859619,-0.0001737118728,531.9859619,0.002150017302,531.9859619,-0.002647554968,
531.0074463,-0.01423431374,531.0074463,-0.0002155765978,531.0074463,0.00218750583,531.0074463,-0.002791457111,
529.9910278,-0.01357059833,529.9910278,-0.0002184743789,529.9910278,0.002182354452,529.9910278,-0.002900136868,
529.0119629,-0.01311453152,529.0119629,-0.000165379839,529.0119629,0.002019834705,529.0119629,-0.002939425642,
527.9951172,-0.01288938336,527.9951172,-0.0002443983103,527.9951172,0.002076792996,527.9951172,-0.0028133702,
527.015625,-0.01239848789,527.015625,-0.0001468004048,527.015625,0.002175460337,527.015625,-0.002738110488,
525.998291,-0.01190567669,525.998291,-0.0001169888201,525.998291,0.002137192525,525.998291,-0.002756579313,
525.0183716,-0.01143227518,525.0183716,-0.0002798406931,525.0183716,0.002035490936,525.0183716,-0.002884811256,
524.0006104,-0.0111240577,524.0006104,-2.350382238E-005,524.0006104,0.002145907143,524.0006104,-0.002824583557,
522.9825439,-0.01062070299,522.9825439,-0.0001881502249,522.9825439,0.002110841451,522.9825439,-0.002738264855,
522.0020142,-0.01026782114,522.0020142,-0.0001765064371,522.0020142,0.002221016679,522.0020142,-0.002897154074,
520.9835815,-0.009723125957,520.9835815,-0.0002411384921,520.9835815,0.002079211874,520.9835815,-0.002878279658,
520.0025635,-0.00936014019,520.0025635,-0.0001402792841,520.0025635,0.002168618143,520.0025635,-0.002876222366,
518.9836426,-0.008981483988,518.9836426,-0.0002183708857,518.9836426,0.00217683916,518.9836426,-0.002892062766,
518.0022583,-0.00881044846,518.0022583,-3.251155795E-005,518.0022583,0.002231606282,518.0022583,-0.002670195652,
516.9828491,-0.008393737487,516.9828491,-0.0002997595875,516.9828491,0.002040276304,516.9828491,-0.002803802723,
516.0010376,-0.008110744879,516.0010376,-0.0002070383925,516.0010376,0.002049067058,516.0010376,-0.002872673795,
514.9812012,-0.007881919853,514.9812012,-0.0002286164672,514.9812012,0.002206862671,514.9812012,-0.002850866644,
513.9989624,-0.007502888329,513.9989624,-0.0002678889141,513.9989624,0.002095000353,513.9989624,-0.003002002602,
513.0165405,-0.00738563342,513.0165405,-0.000193169908,513.0165405,0.002137608593,513.0165405,-0.003066472476,
511.9959717,-0.007211422082,511.9959717,-0.0002603865287,511.9959717,0.002134695183,511.9959717,-0.002946830355,
511.0130615,-0.007073001005,511.0130615,-0.0001491810981,511.0130615,0.002068886068,511.0130615,-0.003022362478,
509.992157,-0.007011109963,509.992157,-0.0001579792151,509.992157,0.002191070234,509.992157,-0.002862130292,
509.0088501,-0.006951197051,509.0088501,-0.0001022375436,509.0088501,0.002182718832,509.0088501,-0.002895611105,
507.9875183,-0.006877874024,507.9875183,-0.0001265639439,507.9875183,0.002188832732,507.9875183,-0.002989405533,
507.0037842,-0.006808157079,507.0037842,-0.0001148149749,507.0037842,0.002304960974,507.0037842,-0.002869639313,
505.9819336,-0.006743118633,505.9819336,-9.763089474E-005,505.9819336,0.002274956787,505.9819336,-0.00294688181,
504.9977722,-0.006743526552,504.9977722,-0.0001788869704,504.9977722,0.002090474358,504.9977722,-0.003000614233,
504.0134277,-0.006585834548,504.0134277,-0.0003636491019,504.0134277,0.001951338607,504.0134277,-0.003226732137,
502.9909363,-0.006726449821,502.9909363,-0.0001825094951,502.9909363,0.002120986348,502.9909363,-0.003163416637,
502.0061646,-0.006730936002,502.0061646,-0.0003683563846,502.0061646,0.00221245666,502.0061646,-0.003180119907,
500.9833374,-0.006842966191,500.9833374,-0.0002386548149,500.9833374,0.002136438154,500.9833374,-0.003051307052,
499.9981079,-0.006908600684,499.9981079,-0.0001895992173,499.9981079,0.002145334845,499.9981079,-0.003208334558,
499.0126953,-0.006994400639,499.0126953,-0.0002891017939,499.0126953,0.002250965219,499.0126953,-0.003219075035,
497.9891052,-0.007190850098,497.9891052,-0.0002260809706,497.9891052,0.002276257845,497.9891052,-0.003174723592,
497.0032959,-0.007370719686,497.0032959,-0.0001027551407,497.0032959,0.00219151238,497.0032959,-0.003122503171,
496.0173645,-0.007563437801,496.0173645,-0.0001885642268,496.0173645,0.002252005972,496.0173645,-0.00311098923,
494.9931335,-0.007599254604,494.9931335,-0.0002363263484,494.9931335,0.002146167215,494.9931335,-0.003235159675,
494.0067749,-0.007661875803,494.0067749,-0.0001484565437,494.0067749,0.002330647083,494.0067749,-0.00342453341,
492.9821777,-0.007806312758,492.9821777,-0.0001214399817,492.9821777,0.002224321011,492.9821777,-0.003301547607,
491.9953308,-0.00792050641,491.9953308,-0.0001572546753,491.9953308,0.002188988728,491.9953308,-0.00333376159,
491.0082703,-0.008113945834,491.0082703,-0.0001869599801,491.0082703,0.00223007123,491.0082703,-0.003393764608,
489.9830627,-0.008287694305,489.9830627,-7.630512846E-005,489.9830627,0.002327472204,489.9830627,-0.003242045641,
488.995636,-0.008197017945,488.995636,-4.364155029E-005,488.995636,0.002282347064,488.995636,-0.003437785665,
488.0079956,-0.008215358481,488.0079956,-0.0001524933468,488.0079956,0.002260722918,488.0079956,-0.003367771162,
486.9820862,-0.008317000233,486.9820862,-0.0001164712376,486.9820862,0.002292808145,486.9820862,-0.003213216551,
485.9940491,-0.008057945408,485.9940491,-0.0002428977605,485.9940491,0.002276960295,485.9940491,-0.003395408392,
485.0058289,-0.007887868211,485.0058289,-0.0001626369631,485.0058289,0.002305507427,485.0058289,-0.003445952199,
484.0173645,-0.007826042362,484.0173645,-0.0001530626469,484.0173645,0.002331792377,484.0173645,-0.00338492915,
482.9907532,-0.007528025191,482.9907532,-0.000179352719,482.9907532,0.00236429926,482.9907532,-0.003360835835,
482.0018921,-0.007301794365,482.0018921,-0.0002366885601,482.0018921,0.002205249621,482.0018921,-0.003322253237,
481.0127869,-0.006779105403,481.0127869,-0.000233325205,481.0127869,0.002255830914,481.0127869,-0.003411281155,
479.9855957,-0.006279617082,479.9855957,-0.0002448122541,479.9855957,0.002281618305,479.9855957,-0.003494692734,
478.9960938,-0.005828084424,478.9960938,-0.0001508889836,478.9960938,0.002327524126,478.9960938,-0.003503115382,
478.0064697,-0.005230220035,478.0064697,-0.0002301687928,478.0064697,0.00236815121,478.0064697,-0.003506658832,
477.0166321,-0.004673890769,477.0166321,-0.0002540741116,477.0166321,0.002319378313,477.0166321,-0.003445695387,
475.9884644,-0.004041198175,475.9884644,-0.0003754947975,475.9884644,0.002326274989,475.9884644,-0.003589128144,
474.9982605,-0.003553749295,474.9982605,-0.0001115024352,474.9982605,0.002350114519,474.9982605,-0.003500906983,
474.007843,-0.003048068145,474.007843,-0.0001333440305,474.007843,0.002371326555,474.007843,-0.003468705341,
473.0172119,-0.002438639756,473.0172119,-5.301122656E-005,473.0172119,0.002367240144,473.0172119,-0.003572799731,
471.9883728,-0.001952274004,471.9883728,-0.0002213203989,471.9883728,0.00238137343,471.9883728,-0.003374603577,
470.9973145,-0.001249993104,470.9973145,-0.0002925681765,470.9973145,0.002246645745,470.9973145,-0.00372686726,
470.0061035,-0.0008806789992,470.0061035,-0.0001425565133,470.0061035,0.002530306811,470.0061035,-0.003486064728,
469.01474,-0.0003515961871,469.01474,-0.0002319798514,469.01474,0.002434422262,469.01474,-0.00356232468,
467.9850464,5.765187962E-005,467.9850464,-0.0001509924914,467.9850464,0.002434266033,467.9850464,-0.003573005321,
466.9932556,0.0004569205339,466.9932556,-0.0001185415531,466.9932556,0.00244051381,466.9932556,-0.003483291483,
466.0013123,0.001009456581,466.0013123,-0.0003478198778,466.0013123,0.002293823054,466.0013123,-0.003651868319,
465.0091553,0.001255184761,465.0091553,-7.998028013E-005,465.0091553,0.002474096138,465.0091553,-0.003614081535,
464.0167847,0.001657453366,464.0167847,-0.0001116059502,464.0167847,0.00252127205,464.0167847,-0.003604942234,
462.986084,0.001920526614,462.986084,-0.0001750056545,462.986084,0.00252338103,462.986084,-0.003536752192,
461.9933472,0.002537362976,461.9933472,-0.0002238041779,461.9933472,0.002524110023,461.9933472,-0.003744575428,
461.0003967,0.00281503913,461.0003967,-0.0001897027105,461.0003967,0.002383637941,461.0003967,-0.003729844233,
460.0073242,0.00279917242,460.0073242,-0.0002497795213,460.0073242,0.002524474403,460.0073242,-0.00361438957,
459.0140381,0.002973087132,459.0140381,-0.0001161606924,459.0140381,0.002542414237,459.0140381,-0.003582915291,
457.9823303,0.003229552414,457.9823303,-0.0001798184821,457.9823303,0.002527182456,457.9823303,-0.003625633428,
456.988678,0.003456761362,456.988678,-0.0002416559291,456.988678,0.002456731861,456.988678,-0.003750940086,
455.9948425,0.003577901283,455.9948425,-5.730775229E-005,455.9948425,0.002514684806,455.9948425,-0.003718602937,
455.0007629,0.003776594764,455.0007629,-0.0001323089091,455.0007629,0.002621759195,455.0007629,-0.003793641692,
454.0065308,0.003930239007,454.0065308,-0.0001238208206,454.0065308,0.002600977663,454.0065308,-0.003752993187,
453.0121155,0.004075262696,453.0121155,-0.0001372257248,453.0121155,0.002621967578,453.0121155,-0.003771726973,
452.0175476,0.004102516919,452.0175476,-3.033729445E-005,452.0175476,0.002665148582,452.0175476,-0.003663778538,
450.9844971,0.004337739665,450.9844971,-6.15007084E-005,450.9844971,0.002561500529,450.9844971,-0.003874876304,
449.989563,0.004413333721,449.989563,-4.602281479E-005,449.989563,0.002573244274,449.989563,-0.003722401569,
448.9943542,0.004617066588,448.9943542,-0.0001949811121,448.9943542,0.002571942285,448.9943542,-0.003866768908,
447.9990234,0.004577091895,447.9990234,-0.000149698637,447.9990234,0.002722035162,447.9990234,-0.003817454446,
447.00354,0.004685304128,447.00354,-8.629524382E-005,447.00354,0.002677337965,447.00354,-0.00376372016,
446.007782,0.004861075431,446.007782,-0.0001616019144,446.007782,0.002559886081,446.007782,-0.003888627747,
445.0119019,0.004735573195,445.0119019,-5.870540917E-005,445.0119019,0.002642567735,445.0119019,-0.003732154146,
444.0158997,0.004890211858,444.0158997,-0.000171383057,444.0158997,0.002603816101,444.0158997,-0.003902737983,
442.9812927,0.004796213005,442.9812927,-0.0001049290368,442.9812927,0.00269093411,442.9812927,-0.003733437276,
441.9848328,0.005073844455,441.9848328,-4.736873962E-005,441.9848328,0.002725473605,441.9848328,-0.003897247836,
440.9882507,0.005076673348,440.9882507,-0.0003403188894,440.9882507,0.002506431425,440.9882507,-0.003922542557,
439.9914551,0.004894845653,439.9914551,-5.891246838E-005,439.9914551,0.002788803307,439.9914551,-0.003838391975,
438.9945068,0.004871782381,438.9945068,0.0001076471963,438.9945068,0.002652777126,438.9945068,-0.003757458413,
437.997345,0.00495192036,437.997345,-0.0001646035671,437.997345,0.002758921823,437.997345,-0.003899454139,
437.0000305,0.004737954587,437.0000305,4.633613116E-006,437.0000305,0.002679161029,437.0000305,-0.003732410725,
436.0025024,0.004619237967,436.0025024,3.039118928E-005,436.0025024,0.002712293062,436.0025024,-0.003950914368,
435.0048218,0.004444924183,435.0048218,1.747337956E-005,435.0048218,0.002850370249,435.0048218,-0.003810320981,
434.006958,0.004458654672,434.006958,-0.0001073099629,434.006958,0.00279667112,434.006958,-0.00390843302,
433.0089111,0.004414144438,433.0089111,-0.0001289965003,433.0089111,0.002721878933,433.0089111,-0.004009652417,
432.0107117,0.00425672112,432.0107117,-3.62906103E-005,432.0107117,0.002806962235,432.0107117,-0.003938139416,
431.0123291,0.004303306807,431.0123291,-0.000218008674,431.0123291,0.002659080084,431.0123291,-0.004146386404,
430.0137634,0.004158494528,430.0137634,-0.0001237690594,430.0137634,0.00280308025,430.0137634,-0.004087718204,
429.0150452,0.004274889361,429.0150452,-0.0001265639439,429.0150452,0.00285870838,429.0150452,-0.004066792317,
428.0161438,0.004252381623,428.0161438,-0.0002145934268,428.0161438,0.002674759366,428.0161438,-0.00428630691,
427.0170288,0.004144930746,427.0170288,-0.0002448640007,427.0170288,0.002771218074,427.0170288,-0.004243550822,
426.0177612,0.004017727915,426.0177612,-6.351951743E-005,426.0177612,0.002741624368,426.0177612,-0.004231143743,
425.0183716,0.003984888084,425.0183716,-0.0002550571808,425.0183716,0.002721149474,425.0183716,-0.004211558495,
424.0187378,0.003812265117,424.0187378,-0.000203623058,424.0187378,0.00273719593,424.0187378,-0.00424642209,
423.0189514,0.003756044898,423.0189514,-0.0001430223056,423.0189514,0.002691819798,423.0189514,-0.004339053761,
422.0190125,0.00357957161,422.0190125,-0.0001274438109,422.0190125,0.00280581601,422.0190125,-0.004289946519,
421.0189514,0.003446898423,421.0189514,-0.0001864424848,421.0189514,0.002723077079,421.0189514,-0.004256368149,
420.0185852,0.003232942661,420.0185852,-0.0001937908819,420.0185852,0.002770384308,420.0185852,-0.004366116598,
419.018158,0.003056603484,419.018158,-0.0001257358381,419.018158,0.00280790031,419.018158,-0.004255393986,
418.0174866,0.00285149063,418.0174866,-0.0001126928837,418.0174866,0.002896179678,418.0174866,-0.004332185257,
417.0166931,0.00266118953,417.0166931,-6.771241169E-005,417.0166931,0.002900766209,417.0166931,-0.004234168679,
416.0157166,0.00262248842,416.0157166,-0.0003248509311,416.0157166,0.002657413017,416.0157166,-0.004443759564,
415.0145569,0.002318025101,415.0145569,-8.743399667E-005,415.0145569,0.00287421234,415.0145569,-0.004182434641,
414.0132751,0.002154465998,414.0132751,-3.411636499E-005,414.0132751,0.002828379162,414.0132751,-0.004235706758,
413.0117493,0.001939247595,413.0117493,-5.321828939E-005,413.0117493,0.003060566029,413.0117493,-0.004292919766,
412.0101318,0.001853242051,412.0101318,4.555954547E-006,412.0101318,0.002983278362,412.0101318,-0.004350227769,
411.0083008,0.001702643465,411.0083008,-3.318454401E-005,411.0083008,0.002837628825,411.0083008,-0.004400301725,
410.0063171,0.001525677624,410.0063171,-0.0001901166979,410.0063171,0.002861991525,410.0063171,-0.004362272564,
409.0042114,0.001411912963,409.0042114,-0.0001322571625,409.0042114,0.00288669439,409.0042114,-0.004368577152,
408.0018921,0.001355041866,408.0018921,-4.281328074E-005,408.0018921,0.002879267791,408.0018921,-0.004459286574,
406.9993896,0.00127315009,406.9993896,-0.0001355695422,406.9993896,0.002794300439,406.9993896,-0.004552641418,
405.9967346,0.001176893828,405.9967346,-0.0001779554586,405.9967346,0.002954686526,405.9967346,-0.004572723992,
404.993927,0.000997054507,404.993927,1.475525278E-005,404.993927,0.002994303592,404.993927,-0.004452881403,
403.9909058,0.001087743323,403.9909058,-0.0001832857524,403.9909058,0.002949161222,403.9909058,-0.004517545924,
402.9878235,0.001127346186,402.9878235,-0.0001350519888,402.9878235,0.002990081208,402.9878235,-0.004583430942,
401.9844971,0.001242126687,401.9844971,-0.0001789904636,401.9844971,0.002880726941,401.9844971,-0.004553871229,
400.9810181,0.001241581514,400.9810181,-8.091200289E-005,400.9810181,0.003046019701,400.9810181,-0.004642288201,
400.0159607,0.001419522334,400.0159607,-0.0001815262367,400.0159607,0.003031760687,400.0159607,-0.00464059785,
399.012207,0.001579375588,399.012207,-0.0001255805546,399.012207,0.002951793605,399.012207,-0.004709537141,
398.0082397,0.001865642611,398.0082397,-0.0002350327559,398.0082397,0.002861001296,398.0082397,-0.004758954979,
397.0041199,0.002086364664,397.0041199,-0.0002866701107,397.0041199,0.002843830036,397.0041199,-0.004864020739,
395.9998474,0.002287863754,395.9998474,-0.00019187617,395.9998474,0.002980515361,395.9998474,-0.004999923054,
394.9954224,0.00250382768,394.9954224,-0.0001112954051,394.9954224,0.002995163901,394.9954224,-0.004844463896,
393.9908142,0.002714272821,393.9908142,-4.302034722E-005,393.9908142,0.003151739016,393.9908142,-0.004765663296,
392.986084,0.003141804831,392.986084,-0.0001178687016,392.986084,0.002857561689,392.986084,-0.004879890941,
391.9811401,0.003264082596,391.9811401,-6.015482359E-005,391.9811401,0.003190070391,391.9811401,-0.004747023806,
391.0147705,0.003647724632,391.0147705,-0.0002423285914,391.0147705,0.002998708747,391.0147705,-0.004949559923,
390.009491,0.00394410966,390.009491,-0.0001643965516,390.009491,0.003163342364,390.009491,-0.004806678277,
389.0041199,0.004373822361,389.0041199,-9.095377027E-005,389.0041199,0.003052380402,389.0041199,-0.005009800661,
387.9985657,0.004721625242,387.9985657,-6.83384178E-006,387.9985657,0.003256075783,387.9985657,-0.005058110226,
386.9928894,0.005203059874,386.9928894,-0.0001164712376,386.9928894,0.003039737465,386.9928894,-0.005057598464,
385.9869995,0.005689619109,385.9869995,-0.0002204924676,385.9869995,0.003038408002,385.9869995,-0.00514744781,
384.9810181,0.006146818399,384.9810181,-8.686462388E-005,384.9810181,0.003246947424,384.9810181,-0.005086714402,
384.0135193,0.006713034119,384.0135193,-9.882137965E-005,384.0135193,0.003207176924,384.0135193,-0.005122071132,
383.0071716,0.007261931431,383.0071716,2.655981552E-005,383.0071716,0.003277905751,383.0071716,-0.005121661816,
382.0007324,0.007973377593,382.0007324,-0.0001431258133,382.0007324,0.003208246315,382.0007324,-0.005247304682,
380.9940796,0.008599484339,380.9940796,-0.0001867012325,380.9940796,0.003289460437,380.9940796,-0.005259171128,
379.9872742,0.009202434681,379.9872742,-1.082020026E-005,379.9872742,0.00336761144,379.9872742,-0.005093520042,
379.0190735,0.01006699447,379.0190735,-0.000113883325,379.0190735,0.003258866258,379.0190735,-0.005313845817,
378.0119934,0.01077379286,378.0119934,-9.31794857E-005,378.0119934,0.003229552414,378.0119934,-0.005225360859,
377.0047302,0.01138537843,377.0047302,-0.0002235971915,377.0047302,0.003192625707,377.0047302,-0.005372962449,
375.997345,0.01188860089,375.997345,-6.082776599E-005,375.997345,0.003346089739,375.997345,-0.005230731796,
374.9897461,0.01241470128,374.9897461,7.771662786E-005,374.9897461,0.003472782671,374.9897461,-0.005357877351,
373.9820862,0.01305885334,373.9820862,0.0001318054565,373.9820862,0.003417389235,373.9820862,-0.005367849022,
373.01297,0.01361303031,373.01297,0.0001453481527,373.01297,0.003591682296,373.01297,-0.005273697432,
372.0049744,0.01442088373,372.0049744,-2.231313192E-005,372.0049744,0.003567200387,372.0049744,-0.005372297484,
370.9968262,0.0149481073,370.9968262,-0.0001418837055,370.9968262,0.003489535302,370.9968262,-0.005467092618,
369.9884949,0.0153009193,369.9884949,-4.136380812E-005,369.9884949,0.003683071351,369.9884949,-0.005213748664,
369.0188293,0.01603979617,369.0188293,-0.0002950515482,369.0188293,0.003567957319,369.0188293,-0.00550292898,
368.0102234,0.01663006842,368.0102234,-0.0001389336539,368.0102234,0.003580981167,368.0102234,-0.005512744188,
367.0014648,0.01722208411,367.0014648,-0.0002612661337,367.0014648,0.00361846271,367.0014648,-0.005587320309,
365.9925842,0.0176206883,365.9925842,-0.0001863389916,365.9925842,0.003765836591,365.9925842,-0.0056074569,
364.9835205,0.01803822443,364.9835205,-8.106728637E-005,364.9835205,0.00380312535,364.9835205,-0.005541369785,
364.0131836,0.01838969439,364.0131836,-7.237113459E-005,364.0131836,0.003813153133,364.0131836,-0.005588751286,
363.0038147,0.01883292198,363.0038147,-2.738649164E-005,363.0038147,0.003716018982,363.0038147,-0.005817919038,
361.9943542,0.01913587935,361.9943542,-0.000159842326,361.9943542,0.003861832665,361.9943542,-0.005697806366,
360.9847107,0.01946265623,360.9847107,-0.00011678179,360.9847107,0.003939982504,360.9847107,-0.005672614556,
360.0137329,0.01990391687,360.0137329,-0.0002434151829,360.0137329,0.003875753377,360.0137329,-0.005877426825,
359.0037842,0.02011068538,359.0037842,-0.0001540459634,359.0037842,0.004056318663,359.0037842,-0.005941930693,
357.9937744,0.02048625238,357.9937744,-0.0001123823313,357.9937744,0.004110069014,357.9937744,-0.005759424996,
356.9835205,0.02063131891,356.9835205,-0.0001597388182,356.9835205,0.004211447202,356.9835205,-0.005883913022,
356.0120239,0.02083509229,356.0120239,-2.448743544E-005,356.0120239,0.004420917481,356.0120239,-0.005847954657,
355.0015564,0.02114632726,355.0015564,-6.729830056E-005,355.0015564,0.004357636906,355.0015564,-0.00585275609,
353.9909058,0.02129933797,353.9909058,-5.663480624E-005,353.9909058,0.004452221096,353.9909058,-0.005782517139,
353.0189819,0.02143502235,353.0189819,6.80336525E-005,353.0189819,0.004705583677,353.0189819,-0.005846932996,
352.0080872,0.02171786688,352.0080872,-2.604050314E-005,352.0080872,0.004740676377,352.0080872,-0.006016126834,
350.9970093,0.02213113569,350.9970093,-5.906776278E-005,350.9970093,0.004506935831,350.9970093,-0.006179078948,
349.9858093,0.02225304954,349.9858093,-6.802300049E-005,349.9858093,0.004807807971,349.9858093,-0.006203781813,
349.0133667,0.0226359833,349.0133667,-7.092176384E-005,349.0133667,0.004828276578,349.0133667,-0.00627140142,
348.0018616,0.02289980091,348.0018616,-9.235131438E-005,348.0018616,0.005009002518,348.0018616,-0.006218735594,
346.9902039,0.0232448522,346.9902039,-8.914212231E-005,346.9902039,0.004884609487,346.9902039,-0.006485724356,
346.017334,0.02346879058,346.017334,-5.094059816E-005,346.017334,0.00498883985,346.017334,-0.006363449153,
345.0054321,0.02360958233,345.0054321,-8.748575783E-005,345.0054321,0.005058759358,345.0054321,-0.00637110183,
343.9934082,0.02376234159,343.9934082,3.116782318E-005,343.9934082,0.005221451167,343.9934082,-0.006329928525,
342.9812012,0.0241724439,342.9812012,-0.0002282542409,342.9812012,0.005226796027,342.9812012,-0.006551617291,
342.007843,0.02407420427,342.007843,0.0001279990829,342.007843,0.005566394422,342.007843,-0.006275177468,
340.9953613,0.02440523915,340.9953613,0.0001077507623,340.9953613,0.005704201758,340.9953613,-0.006398650818,
339.9827881,0.0245916713,339.9827881,9.550383402E-005,339.9827881,0.005829931702,339.9827881,-0.006468025502,
339.0089722,0.02495915256,339.0089722,-1.635962326E-005,339.0089722,0.005690379534,339.0089722,-0.006624944508,
337.9961243,0.02523664944,337.9961243,7.041553908E-005,337.9961243,0.005893348251,337.9961243,-0.006585681811,
336.9831238,0.02542807534,336.9831238,0.0001399362081,336.9831238,0.006051864475,336.9831238,-0.006629686337,
336.0089417,0.0257982444,336.0089417,1.061325975E-006,336.0089417,0.006026849616,336.0089417,-0.006723493338,
334.9956665,0.02598189563,334.9956665,0.0001557320211,334.9956665,0.006345692556,334.9956665,-0.006710595917,
333.9822083,0.02641030028,333.9822083,7.108868886E-005,333.9822083,0.006276090629,333.9822083,-0.006769777741,
333.0076599,0.02682990581,333.0076599,9.933581896E-005,333.0076599,0.006323602516,333.0076599,-0.006878587417,
331.993988,0.02713984624,331.993988,0.0001333332038,331.993988,0.006487636361,331.993988,-0.006746738218,
331.0191956,0.02746536955,331.0191956,0.00026481651,331.0191956,0.006950437557,331.0191956,-0.006801735144,
330.0052185,0.02797201276,330.0052185,0.0002206044737,330.0052185,0.006827196572,330.0052185,-0.006946815178,
328.9911804,0.02864786051,328.9911804,0.0001407648233,328.9911804,0.006900332402,328.9911804,-0.006949821487,
328.0159607,0.02945535816,328.0159607,-4.084613829E-005,328.0159607,0.006907223258,328.0159607,-0.007244365755,
327.0016174,0.03010164015,327.0016174,-7.558636753E-006,327.0016174,0.006789358333,327.0016174,-0.007286216132,
325.9871521,0.03075147048,325.9871521,3.758805178E-005,325.9871521,0.006959170569,325.9871521,-0.007319255732,
325.0115662,0.03150964528,325.0115662,0.0001755164412,325.0115662,0.006876899395,325.0115662,-0.007430574857,
323.9968262,0.03231378645,323.9968262,4.58723589E-005,323.9968262,0.006839661393,323.9968262,-0.00726788817,
322.9819641,0.03311503306,322.9819641,0.0001149230156,322.9819641,0.007079344243,322.9819641,-0.007292223629,
322.0060425,0.03383875638,322.0060425,0.0002902527922,322.0060425,0.007450019475,322.0060425,-0.007274404634,
320.9908752,0.03484865278,320.9908752,0.000232285136,320.9908752,0.007495816331,320.9908752,-0.007561148144,
320.014679,0.03566541523,320.014679,0.0003090848913,320.014679,0.00735377986,320.014679,-0.007522020955,
318.9992981,0.03653782979,318.9992981,0.000336078112,318.9992981,0.007558818441,318.9992981,-0.007522784173,
317.9837952,0.03746002913,317.9837952,0.0003730993776,317.9837952,0.007736573927,317.9837952,-0.007568779867,
317.0072327,0.03834768012,317.0072327,0.000519220368,317.0072327,0.00792315416,317.0072327,-0.007423398551,
315.9914856,0.03924970329,315.9914856,0.0003776851518,315.9914856,0.00778635405,315.9914856,-0.007815821096,
315.0146484,0.04022360221,315.0146484,0.0002617342107,315.0146484,0.007452705409,315.0146484,-0.007824262604,
