Baseline 100%T,,SAM synthesis rotovap 200x,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
328.0159607,0.02159401029,328.0159607,-0.0005510731135,
327.0016174,0.02234005742,327.0016174,-0.0007213602657,
325.9871521,0.02270814776,325.9871521,-0.000435132155,
325.0115662,0.02331007086,325.0115662,-0.0005407317658,
323.9968262,0.02440373413,323.9968262,-0.0008249783423,
322.9819641,0.02486051619,322.9819641,-0.0003644250392,
322.0060425,0.02562875859,322.0060425,-0.0005305452505,
320.9908752,0.02645594068,320.9908752,-0.0006692059105,
320.014679,0.02715029009,320.014679,-0.0005697386805,
318.9992981,0.02759356052,318.9992981,2.006208888E-005,
317.9837952,0.02888763323,317.9837952,-0.0004559231456,
317.0072327,0.02968160808,317.0072327,-0.000446820748,
315.9914856,0.02988817729,315.9914856,-3.856838157E-005,
315.0146484,0.03097075224,315.0146484,-2.583342757E-005,
313.9986572,0.03173924983,313.9986572,-0.0005223234766,
312.9824829,0.03293088451,312.9824829,-0.000941383536,
312.0053406,0.03345527127,312.0053406,-0.0005317345494,
310.9889832,0.03378864005,310.9889832,-0.0003213330347,
310.0115356,0.0345287919,310.0115356,-0.0003349905019,
308.994873,0.03555077687,308.994873,-0.0007156230276,
308.0172424,0.03579554334,308.0172424,-0.0002691824047,
307.0003662,0.03714012727,307.0003662,-0.000770820945,
305.9833679,0.03725270554,305.9833679,-0.0003138833272,
305.0053406,0.03801520169,305.0053406,-0.0002978453413,
303.9880676,0.0395010747,303.9880676,-0.001020880765,
303.0098267,0.03922165558,303.0098267,4.040987551E-005,
301.9923706,0.0398854278,301.9923706,0.0003915723064,
301.013855,0.04051173851,301.013855,0.0005281877238,
299.9961548,0.04145475104,299.9961548,0.0005679469323,
299.0174561,0.04221665487,299.0174561,0.001070823753,
297.9994812,0.04390474409,297.9994812,0.001005979837,
296.9813843,0.04399855062,296.9813843,0.0031342695,
296.0023193,0.04491874576,296.0023193,0.004090679344,
294.9840088,0.04562380537,294.9840088,0.006429439876,
294.0047302,0.04688889533,294.0047302,0.008980127983,
292.986145,0.0474235788,292.986145,0.01503706723,
292.0066528,0.04747786373,292.0066528,0.01827104948,
290.987854,0.0475667268,290.987854,0.02433933504,
290.0081482,0.04876250774,290.0081482,0.03015302494,
288.9891052,0.05000297725,288.9891052,0.03924556822,
288.0091553,0.05106539652,288.0091553,0.0502839312,
286.9898987,0.05239712819,286.9898987,0.06074405834,
286.0097351,0.05349783972,286.0097351,0.07350064814,
284.9902649,0.0547698997,284.9902649,0.08817910403,
284.0098572,0.05548006296,284.0098572,0.1056349203,
282.9901428,0.05636041239,282.9901428,0.1241805926,
282.0095215,0.05726484954,282.0095215,0.1424598396,
280.989624,0.0584041588,280.989624,0.1652719378,
280.0087891,0.05923773721,280.0087891,0.1885923296,
278.9886169,0.06060748547,278.9886169,0.2188016176,
278.0075684,0.06138331816,278.0075684,0.2507899404,
276.9872131,0.06267883629,276.9872131,0.2832224369,
276.0059509,0.06360448897,276.0059509,0.3158514202,
274.985321,0.06449760497,274.985321,0.3587921262,
274.0039063,0.06532895565,274.0039063,0.4057658911,
272.9830627,0.06627971679,272.9830627,0.4565508068,
272.0014038,0.06637447327,272.0014038,0.499967128,
271.0196228,0.06647193432,271.0196228,0.5459962487,
269.9985046,0.06550190598,269.9985046,0.6015146971,
269.01651,0.06511817873,269.01651,0.6497434378,
267.9951172,0.06505854428,267.9951172,0.6976166964,
267.0129395,0.06525665522,267.0129395,0.7286852002,
265.991394,0.0657281056,265.991394,0.7586982846,
265.0090027,0.06580767781,265.0090027,0.7894729972,
263.9871826,0.06656081229,263.9871826,0.8155625463,
263.0046082,0.06685380638,263.0046082,0.8361749053,
261.9826355,0.06765326113,261.9826355,0.8538660407,
260.9998169,0.06763027608,260.9998169,0.86974895,
260.0169373,0.06854820251,260.0169373,0.8817519546,
258.9945984,0.0693249777,258.9945984,0.8952997923,
258.0115051,0.06994132698,258.0115051,0.9048736095,
256.9890137,0.07042708248,256.9890137,0.9072242975,
256.0057373,0.07094529271,256.0057373,0.9035773277,
254.983017,0.0710318014,254.983017,0.8935223818,
253.999527,0.07179656625,253.999527,0.8661222458,
253.0159454,0.07226230204,253.0159454,0.8415784836,
251.9929504,0.07340598106,251.9929504,0.8168491721,
251.0091705,0.07395645976,251.0091705,0.7904674411,
249.9859314,0.07425586879,249.9859314,0.7605330944,
249.0019836,0.07517047226,249.0019836,0.729701221,
248.0179138,0.07573789358,248.0179138,0.696967721,
246.9943848,0.07663805783,246.9943848,0.6717499495,
246.0101471,0.07824295014,246.0101471,0.6375336051,
244.9864349,0.07914649695,244.9864349,0.5861985683,
244.0019836,0.08032595366,244.0019836,0.5410892963,
243.0174866,0.08123562485,243.0174866,0.5039045215,
241.9934692,0.08302331716,241.9934692,0.4757747948,
241.0087433,0.08502580225,241.0087433,0.4417658448,
239.9845581,0.08698000014,239.9845581,0.4044141769,
238.9996796,0.08965123445,238.9996796,0.3719884157,
238.0146637,0.09250950068,238.0146637,0.3418382406,
236.9901886,0.09513475746,236.9901886,0.3165372312,
236.0050354,0.0988503173,236.0050354,0.2927004397,
234.9803619,0.1030383483,234.9803619,0.2659957409,
233.9950104,0.1073419303,233.9950104,0.2476082593,
233.0095978,0.1115751415,233.0095978,0.2308676541,
231.9846344,0.1151132435,231.9846344,0.2165778875,
230.9989929,0.1214207932,230.9989929,0.2056134939,
230.0133057,0.12484283,230.0133057,0.1969368607,
228.9881134,0.1300471425,228.9881134,0.1931253076,
228.0021973,0.1353119612,228.0021973,0.1930130571,
227.0162506,0.1395107657,227.0162506,0.1968855709,
225.9907532,0.144223541,225.9907532,0.2074278593,
225.0046082,0.1479682475,225.0046082,0.2225461006,
224.0183868,0.1530287564,224.0183868,0.2436600029,
222.99263,0.1565675139,222.99263,0.2757724226,
222.0062408,0.1613149941,222.0062408,0.3115225434,
220.9803009,0.1673559695,220.9803009,0.3676411808,
219.9937439,0.1727425009,219.9937439,0.4336706102,

Baseline 100%T,
Baseline 100%T
Collection Time: 7/8/2026 10:13:15 PM
Operator Name  :
Scan Version 5.1.0.1016
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  220.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  4800.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 7/8/2026 10:10:23 PM
Method Modifications:
UVVIS SAT Changed: 7/8/2026 10:10:40 PM, Old:0.0125, New:0.1000
Common SAT Changed: 7/8/2026 10:10:40 PM, Old:0.0125, New:0.1000
UVVIS SAT Changed: 7/8/2026 10:10:46 PM, Old:0.1000, New:0.0125
Common SAT Changed: 7/8/2026 10:10:46 PM, Old:0.1000, New:0.0125
X Stop nm Changed: 7/8/2026 10:10:48 PM, Old:  200.0, New:  220.0
Common Interval nm Changed: 7/8/2026 10:10:48 PM, Old:     5.00, New:     1.00
Baseline Correction Changed: 7/8/2026 10:10:48 PM, Old:0, New:1
Storage Changed: 7/8/2026 10:10:48 PM, Old:1, New:0
End Method Modifications
<Current Wavelength> , 238.0

SAM synthesis rotovap 200x,
SAM synthesis rotovap 200x
Collection Time: 7/8/2026 10:14:42 PM
Operator Name  :
Scan Version 5.1.0.1016
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  220.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  4800.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 7/8/2026 10:10:23 PM
Method Modifications:
UVVIS SAT Changed: 7/8/2026 10:10:40 PM, Old:0.0125, New:0.1000
Common SAT Changed: 7/8/2026 10:10:40 PM, Old:0.0125, New:0.1000
UVVIS SAT Changed: 7/8/2026 10:10:46 PM, Old:0.1000, New:0.0125
Common SAT Changed: 7/8/2026 10:10:46 PM, Old:0.1000, New:0.0125
X Stop nm Changed: 7/8/2026 10:10:48 PM, Old:  200.0, New:  220.0
Common Interval nm Changed: 7/8/2026 10:10:48 PM, Old:     5.00, New:     1.00
Baseline Correction Changed: 7/8/2026 10:10:48 PM, Old:0, New:1
Storage Changed: 7/8/2026 10:10:48 PM, Old:1, New:0
End Method Modifications
<Current Wavelength> , 238.0

