Baseline 100%T,,TigE 200,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
301.0102539,0.06536954641,301.0102539,0.5622166991,
299.9926147,0.06715545803,299.9926147,0.5695123076,
299.0140076,0.06885691732,299.0140076,0.5777984858,
297.9961548,0.07050645351,297.9961548,0.5890756249,
297.0172729,0.07208330929,297.0172729,0.6015468836,
295.999176,0.0736406967,295.999176,0.6195796728,
294.9809265,0.07492041588,294.9809265,0.6423307657,
294.00177,0.07636391371,294.00177,0.6725068688,
292.9833069,0.0774949789,292.9833069,0.7185770869,
292.0038757,0.07799554616,292.0038757,0.7838563919,
290.9851685,0.0780313313,290.9851685,0.8500795364,
290.0055542,0.07863082737,290.0055542,0.9141158462,
288.9866333,0.07982707024,288.9866333,0.9826455712,
288.0067749,0.08070730418,288.0067749,1.052421927,
286.9875793,0.08160828054,286.9875793,1.123479009,
286.0075378,0.08221320808,286.0075378,1.190305591,
284.9881592,0.08296941966,284.9881592,1.253278613,
284.0078735,0.08358189464,284.0078735,1.30381906,
282.9882202,0.08411397785,282.9882202,1.3377316,
282.0077209,0.08473344147,282.0077209,1.352414489,
280.987915,0.08512577415,280.987915,1.366706491,
280.0071716,0.08578330278,280.0071716,1.381991386,
278.9870911,0.08646849543,278.9870911,1.398285985,
278.0061646,0.08716589957,278.0061646,1.408922195,
276.9858704,0.08804253489,276.9858704,1.405253887,
276.0046997,0.08899710327,276.0046997,1.390874267,
274.9841919,0.09006806463,274.9841919,1.365568161,
274.0028687,0.09125099331,274.0028687,1.33544147,
272.9821167,0.09269955009,272.9821167,1.299679041,
272.0005493,0.09387296438,272.0005493,1.264335394,
271.0188904,0.09502790868,271.0188904,1.238245249,
269.9978333,0.09654998779,269.9978333,1.201960921,
269.0159302,0.0987053737,269.0159302,1.170650244,
267.9946594,0.1021113619,267.9946594,1.132758021,
267.0126038,0.1064507067,267.0126038,1.094726205,
265.9911194,0.1115869582,265.9911194,1.062951088,
265.0088196,0.1186675429,265.0088196,1.03016293,
263.9871216,0.127376914,263.9871216,0.992141068,
263.0046387,0.1373793781,263.0046387,0.9579374194,
261.9827271,0.1490581334,261.9827271,0.9284844398,
261,0.1623264551,261,0.9049754143,
260.0172729,0.1745602787,260.0172729,0.8900550008,
258.9950256,0.1922978163,258.9950256,0.8719625473,
258.0120544,0.2148628533,258.0120544,0.8479568362,
256.989624,0.2367570549,256.989624,0.8257015347,
256.0064392,0.2631985843,256.0064392,0.8049191236,
254.9838257,0.2926954627,254.9838257,0.7927133441,
254.0004272,0.3273783922,254.0004272,0.7834305763,
253.016983,0.3705178201,253.016983,0.7760317922,
251.9940491,0.4058920145,251.9940491,0.7743099332,
251.0103607,0.4479383826,251.0103607,0.7716032267,
249.9872284,0.5044369102,249.9872284,0.7709037066,
249.0033875,0.5611589551,249.0033875,0.7814357877,
248.0194092,0.6222703457,248.0194092,0.8028367162,
246.9959717,0.6778861284,246.9959717,0.8244966269,
246.0118561,0.7323364019,246.0118561,0.8543332219,
244.9882355,0.8216962814,244.9882355,0.9014132023,
244.003891,0.9133874774,244.003891,0.9751825333,
243.0194855,1.009523511,243.0194855,1.068445802,
241.9955597,1.087212563,241.9955597,1.166151881,
241.0109253,1.179342747,241.0109253,1.294518948,
239.9868317,1.287394762,239.9868317,1.466449857,
239.0020599,1.410220742,239.0020599,1.689042807,
238.0171356,1.533522367,238.0171356,1.798228741,
236.9927826,1.658169866,236.9927826,1.980047464,
236.0077362,1.769026041,236.0077362,1.980716944,
234.9831238,1.918866038,234.9831238,2.008499861,
233.9978638,2.0601542,233.9978638,1.821077704,
233.012558,2.205857277,233.012558,1.743280053,
231.9877167,2.379175186,231.9877167,1.441094518,
231.0021973,2.546135426,231.0021973,1.423073173,
230.0165863,2.738048792,230.0165863,1.40788877,

Baseline 100%T,
Baseline 100%T
Collection Time: 3/23/2026 4:08:17 PM
Operator Name  :
Scan Version 5.1.0.1016
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  230.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  600.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 3/23/2026 3:49:45 PM
Method Modifications:
UVVIS SAT Changed: 3/23/2026 3:50:19 PM, Old:0.0125, New:0.1000
Common SAT Changed: 3/23/2026 3:50:19 PM, Old:0.0125, New:0.1000
X Stop nm Changed: 3/23/2026 3:50:31 PM, Old:  200.0, New:  230.0
Common Interval nm Changed: 3/23/2026 3:50:31 PM, Old:     5.00, New:     1.00
Baseline Correction Changed: 3/23/2026 3:50:31 PM, Old:0, New:1
Storage Changed: 3/23/2026 3:50:31 PM, Old:1, New:0
End Method Modifications
<Current Wavelength> , 235.0

TigE 200,
TigE 200
Collection Time: 3/23/2026 4:16:00 PM
Operator Name  :
Scan Version 5.1.0.1016
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  230.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  600.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 3/23/2026 3:49:45 PM
Method Modifications:
UVVIS SAT Changed: 3/23/2026 3:50:19 PM, Old:0.0125, New:0.1000
Common SAT Changed: 3/23/2026 3:50:19 PM, Old:0.0125, New:0.1000
X Stop nm Changed: 3/23/2026 3:50:31 PM, Old:  200.0, New:  230.0
Common Interval nm Changed: 3/23/2026 3:50:31 PM, Old:     5.00, New:     1.00
Baseline Correction Changed: 3/23/2026 3:50:31 PM, Old:0, New:1
Storage Changed: 3/23/2026 3:50:31 PM, Old:1, New:0
End Method Modifications
<Current Wavelength> , 233.0

