Baseline 100%Tv1,,Baseline 100%Tv2,,100,,200,,100_v2,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
,,581.0023193,-0.0006180275814,581.0023193,2.606097937,581.0023193,0.02390993014,581.0023193,0.1343246996,
,,579.9979858,-0.0009280034574,579.9979858,2.607474804,579.9979858,0.02392160892,579.9979858,0.1353500783,
,,578.9932861,-0.00110206753,578.9932861,2.592080593,578.9932861,0.02391028591,578.9932861,0.1361373365,
,,577.9884644,-0.001423928188,577.9884644,2.641866446,577.9884644,0.02426971868,577.9884644,0.1372657716,
,,576.9832764,-0.001677377149,576.9832764,2.587012529,576.9832764,0.02435833588,576.9832764,0.1382386535,
,,576.0151367,-0.002057711361,576.0151367,2.605116844,576.0151367,0.02468575165,576.0151367,0.1392100453,
,,575.0095215,-0.002051528078,575.0095215,2.580120802,575.0095215,0.02468432672,575.0095215,0.1402680576,
,,574.0036621,-0.002301263856,574.0036621,2.596107483,574.0036621,0.02471948229,574.0036621,0.1412139386,
,,572.9974365,-0.002909702249,572.9974365,2.601456642,572.9974365,0.02491106652,572.9974365,0.142643258,
,,571.9910889,-0.00283553917,571.9910889,2.598278046,571.9910889,0.02512267232,571.9910889,0.1433109343,
,,570.9844971,-0.003112839768,570.9844971,2.613599539,570.9844971,0.02526172437,570.9844971,0.144488126,
,,570.0148926,-0.003603247926,570.0148926,2.614801407,570.0148926,0.02554125339,570.0148926,0.1458946615,
,,569.0077515,-0.003854505019,569.0077515,2.611591101,569.0077515,0.0253831204,569.0077515,0.1469525844,
,,568.0003052,-0.004327982198,568.0003052,2.614999294,568.0003052,0.02568541095,568.0003052,0.1482023746,
,,566.9927368,-0.004459184129,566.9927368,2.594094753,566.9927368,0.02573086508,566.9927368,0.1490425915,
,,565.9848633,-0.004663391039,565.9848633,2.617212296,565.9848633,0.02609128691,565.9848633,0.1502014995,
,,565.0140381,-0.005009391345,565.0140381,2.586950779,565.0140381,0.02627297118,565.0140381,0.1513838917,
,,564.0056152,-0.005389529746,564.0056152,2.638403893,564.0056152,0.02631469071,564.0056152,0.152717635,
,,562.9970703,-0.005790282041,562.9970703,2.651374817,562.9970703,0.02640612051,562.9970703,0.1538231224,
,,561.9882202,-0.006141307298,561.9882202,2.607403994,561.9882202,0.02672049403,561.9882202,0.1549396217,
,,561.0164795,-0.006232974585,561.0164795,2.608917236,561.0164795,0.02678218856,561.0164795,0.1559896469,
,,560.0071411,-0.006758716889,560.0071411,2.620098829,560.0071411,0.02708069049,560.0071411,0.1572881341,
,,558.9974976,-0.007105191238,558.9974976,2.60213089,558.9974976,0.0274426192,558.9974976,0.1586625278,
,,557.9876709,-0.007291409187,557.9876709,2.618897676,557.9876709,0.02757003158,557.9876709,0.1596893221,
,,557.0150146,-0.007676982787,557.0150146,2.634138346,557.0150146,0.02789485455,557.0150146,0.16090855,
,,556.0046997,-0.007802143227,556.0046997,2.625954151,556.0046997,0.02801646478,556.0046997,0.1621361375,
,,554.9941406,-0.007989180274,554.9941406,2.619890928,554.9941406,0.02802808769,554.9941406,0.1632307321,
,,553.9832764,-0.008248022757,553.9832764,2.632022619,553.9832764,0.02830993012,553.9832764,0.1645860672,
,,553.0097046,-0.008166534826,553.0097046,2.620158434,553.0097046,0.02848068625,553.0097046,0.1655968279,
,,551.9984741,-0.008319895715,551.9984741,2.622236967,551.9984741,0.02882289886,551.9984741,0.1669049263,
,,550.9869385,-0.008471425623,550.9869385,2.630286455,550.9869385,0.02911223099,550.9869385,0.1680277139,
,,550.0126953,-0.00866832491,550.0126953,2.635552406,550.0126953,0.02933589369,550.0126953,0.1694939435,
,,549.0006104,-0.008588641882,549.0006104,2.621029615,549.0006104,0.02937915549,549.0006104,0.1704551876,
,,547.9884644,-0.008785589598,547.9884644,2.623310089,547.9884644,0.0295559857,547.9884644,0.1717704087,
,,547.0134277,-0.008170599118,547.0134277,2.618423462,547.0134277,0.02971952781,547.0134277,0.172608003,
,,546.0007935,-0.008014187217,546.0007935,2.625525475,546.0007935,0.03024174273,546.0007935,0.1740414947,
,,544.9877319,-0.008002954535,544.9877319,2.64726615,544.9877319,0.03031135164,544.9877319,0.1754340976,
,,544.012146,-0.007879174314,544.012146,2.621874332,544.012146,0.03059612215,544.012146,0.1767287403,
,,542.9986572,-0.007439990062,542.9986572,2.637269974,542.9986572,0.03087930195,542.9986572,0.1780680567,
,,541.9850464,-0.00709199952,541.9850464,2.630086899,541.9850464,0.03129668534,541.9850464,0.1792499125,
,,541.008728,-0.005842182785,541.008728,2.626055241,541.008728,0.03128224611,541.008728,0.1799972802,
,,539.9946289,-0.005885803141,539.9946289,2.624365807,539.9946289,0.03160930052,539.9946289,0.1817090511,
,,539.0178833,-0.005608377047,539.0178833,2.634991169,539.0178833,0.0318492949,539.0178833,0.1831211746,
,,538.0031738,-0.005593862385,538.0031738,2.646328688,538.0031738,0.0323243551,538.0031738,0.1845612526,
,,536.9884033,-0.004526922479,536.9884033,2.631792307,536.9884033,0.03241848201,536.9884033,0.1855638176,
,,536.0109253,-0.0040133968,536.0109253,2.652075052,536.0109253,0.03272294626,536.0109253,0.1868672073,
,,534.9956665,-0.003917104099,534.9956665,2.644408226,534.9956665,0.03319384903,534.9956665,0.1887317747,
,,534.0177612,-0.003068117425,534.0177612,2.64020133,534.0177612,0.03343665227,534.0177612,0.1896184236,
,,533.0020142,-0.001941605122,533.0020142,2.633351564,533.0020142,0.03365424275,533.0020142,0.1908554286,
,,531.9859619,-0.001699862187,531.9859619,2.629966497,531.9859619,0.03388915956,531.9859619,0.1923963726,
,,531.0074463,-0.001384966541,531.0074463,2.630176067,531.0074463,0.03426773101,531.0074463,0.1939019114,
,,529.9910278,-0.001269919099,529.9910278,2.654387712,529.9910278,0.03466146812,529.9910278,0.1954686642,
,,529.0119629,0.0002738822368,529.0119629,2.629283905,529.0119629,0.03476316854,529.0119629,0.1962132603,
,,527.9951172,0.001242853585,527.9951172,2.640465975,527.9951172,0.0349737145,527.9951172,0.1974080056,
,,527.015625,0.001149095595,527.015625,2.646518469,527.015625,0.03554979339,527.015625,0.1990958899,
,,525.998291,0.001858181437,525.998291,2.648776531,525.998291,0.03581235558,525.998291,0.2007536441,
,,525.0183716,0.002411150839,525.0183716,2.65050149,525.0183716,0.03611237556,525.0183716,0.2020994127,
,,524.0006104,0.002579624066,524.0006104,2.661048889,524.0006104,0.0366720818,524.0006104,0.2036987692,
,,522.9825439,0.003171686549,522.9825439,2.644432783,522.9825439,0.03678129613,522.9825439,0.2049146891,
,,522.0020142,0.003491153242,522.0020142,2.653152704,522.0020142,0.03723115474,522.0020142,0.2065825909,
,,520.9835815,0.00376996235,520.9835815,2.667912245,520.9835815,0.03766968101,520.9835815,0.2082697004,
,,520.0025635,0.003969814628,520.0025635,2.668763638,520.0025635,0.03813849017,520.0025635,0.21003218,
,,518.9836426,0.004674209282,518.9836426,2.631681442,518.9836426,0.03845706582,518.9836426,0.2113733292,
,,518.0022583,0.005383680109,518.0022583,2.683097839,518.0022583,0.03865859658,518.0022583,0.2127604038,
,,516.9828491,0.005628907122,516.9828491,2.652137995,516.9828491,0.03912992403,516.9828491,0.2144699842,
,,516.0010376,0.005675587337,516.0010376,2.636111021,516.0010376,0.03971418366,516.0010376,0.216290921,
,,514.9812012,0.0060233064,514.9812012,2.6640203,514.9812012,0.03997728974,514.9812012,0.2179326415,
,,513.9989624,0.006099771708,513.9989624,2.668201685,513.9989624,0.04053259641,513.9989624,0.2197009027,
,,513.0165405,0.0064398963,513.0165405,2.665339231,513.0165405,0.04075732827,513.0165405,0.2209316492,
,,511.9959717,0.006730963476,511.9959717,2.66044426,511.9959717,0.04123970494,511.9959717,0.22256805,
,,511.0130615,0.006919032428,511.0130615,2.664427042,511.0130615,0.04143495858,511.0130615,0.2241494358,
,,509.992157,0.006972664967,509.992157,2.6444695,509.992157,0.04198075831,509.992157,0.2260564119,
,,509.0088501,0.007062347606,509.0088501,2.67188096,509.0088501,0.0425539352,509.0088501,0.227723673,
,,507.9875183,0.007281568367,507.9875183,2.655286789,507.9875183,0.04270079732,507.9875183,0.2293722183,
,,507.0037842,0.007194524631,507.0037842,2.658699989,507.0037842,0.04321856424,507.0037842,0.2309308201,
,,505.9819336,0.007119286805,505.9819336,2.669522285,505.9819336,0.04372999072,505.9819336,0.2328470647,
,,504.9977722,0.007328347769,504.9977722,2.682075977,504.9977722,0.04406126216,504.9977722,0.234201014,
,,504.0134277,0.007386006415,504.0134277,2.648536205,504.0134277,0.04455343261,504.0134277,0.2360073626,
,,502.9909363,0.007193077356,502.9909363,2.659381628,502.9909363,0.04510641098,502.9909363,0.2377461493,
,,502.0061646,0.007042483892,502.0061646,2.679461002,502.0061646,0.04550527409,502.0061646,0.2394233197,
,,500.9833374,0.006916770246,500.9833374,2.676888227,500.9833374,0.04610615224,500.9833374,0.2412625402,
,,499.9981079,0.006747763138,499.9981079,2.673372984,499.9981079,0.04641573504,499.9981079,0.2429964393,
,,499.0126953,0.006721972488,499.0126953,2.678456545,499.0126953,0.04692217708,499.0126953,0.2447420359,
,,497.9891052,0.006444520317,497.9891052,2.683509111,497.9891052,0.04757833481,497.9891052,0.2467562109,
,,497.0032959,0.006622687448,497.0032959,2.677178383,497.0032959,0.04796184227,497.0032959,0.2484806329,
,,496.0173645,0.006229213905,496.0173645,2.671674728,496.0173645,0.0485111624,496.0173645,0.2505710423,
,,494.9931335,0.00602186285,494.9931335,2.696382999,494.9931335,0.0488341935,494.9931335,0.2524160743,
,,494.0067749,0.005605961662,494.0067749,2.691109896,494.0067749,0.04951872304,494.0067749,0.2548900545,
,,492.9821777,0.00494993059,492.9821777,2.681031227,492.9821777,0.05026265606,492.9821777,0.2572046816,
,,491.9953308,0.006154484581,491.9953308,2.676210642,491.9953308,0.05079484731,491.9953308,0.2590079308,
,,491.0082703,0.005570327397,491.0082703,2.692321062,491.0082703,0.05144013464,491.0082703,0.2615276873,
,,489.9830627,0.004845526535,489.9830627,2.704261541,489.9830627,0.05217802525,489.9830627,0.2639846802,
,,488.995636,0.004902725574,488.995636,2.695998669,488.995636,0.05272245035,488.995636,0.2660256028,
,,488.0079956,0.005696647801,488.0079956,2.700626612,488.0079956,0.05321371555,488.0079956,0.2681606412,
,,486.9820862,0.005522687919,486.9820862,2.698661566,486.9820862,0.05391447991,486.9820862,0.2709692717,
,,485.9940491,0.004556268919,485.9940491,2.710174799,485.9940491,0.05481356755,485.9940491,0.274173677,
,,485.0058289,0.005368322134,485.0058289,2.69554615,485.0058289,0.05539327115,485.0058289,0.2759598196,
,,484.0173645,0.006904593203,484.0173645,2.701746941,484.0173645,0.05587723479,484.0173645,0.2781184912,
,,482.9907532,0.00676853396,482.9907532,2.704101086,482.9907532,0.05672762543,482.9907532,0.2812278569,
,,482.0018921,0.006745291874,482.0018921,2.700575829,482.0018921,0.05745733902,482.0018921,0.2840834558,
,,481.0127869,0.007094736677,481.0127869,2.739120722,481.0127869,0.05832886323,481.0127869,0.2871479094,
,,479.9855957,0.007514568511,479.9855957,2.72179389,479.9855957,0.05913043767,479.9855957,0.2899390459,
,,478.9960938,0.008087688126,478.9960938,2.713297367,478.9960938,0.05982736498,478.9960938,0.2927746475,
,,478.0064697,0.008682294749,478.0064697,2.721543312,478.0064697,0.06066329405,478.0064697,0.2955976725,
,,477.0166321,0.009447102435,477.0166321,2.730985165,477.0166321,0.06141062826,477.0166321,0.298312366,
,,475.9884644,0.009883383289,475.9884644,2.738061428,475.9884644,0.06252039969,475.9884644,0.3017104566,
,,474.9982605,0.01053810958,474.9982605,2.726032495,474.9982605,0.06331670284,474.9982605,0.304954052,
,,474.007843,0.01126963925,474.007843,2.73362565,474.007843,0.06400967389,474.007843,0.307748735,
,,473.0172119,0.0118193021,473.0172119,2.749040842,473.0172119,0.06480775028,473.0172119,0.3107635975,
,,471.9883728,0.01239720173,471.9883728,2.747814894,471.9883728,0.06586954743,471.9883728,0.3140709996,
,,470.9973145,0.01298982091,470.9973145,2.749017477,470.9973145,0.06670775265,470.9973145,0.3171913624,
,,470.0061035,0.01347258408,470.0061035,2.753590107,470.0061035,0.06773751229,470.0061035,0.3206575811,
,,469.01474,0.01389916427,469.01474,2.749925613,469.01474,0.06864512712,469.01474,0.3238727152,
,,467.9850464,0.01444874145,467.9850464,2.760457516,467.9850464,0.06958386302,467.9850464,0.3272402883,
,,466.9932556,0.01486503147,466.9932556,2.749316931,466.9932556,0.07070241123,466.9932556,0.3305744231,
,,466.0013123,0.01536849607,466.0013123,2.753423214,466.0013123,0.07161328197,466.0013123,0.3338357508,
,,465.0091553,0.01588543318,465.0091553,2.755161285,465.0091553,0.07260129601,465.0091553,0.3375450671,
,,464.0167847,0.01606832258,464.0167847,2.750244617,464.0167847,0.07391469181,464.0167847,0.3416527808,
,,462.986084,0.01632492803,462.986084,2.768172979,462.986084,0.07486474514,462.986084,0.3450516164,
,,461.9933472,0.01665174775,461.9933472,2.784676075,461.9933472,0.07598216087,461.9933472,0.3488744199,
,,461.0003967,0.01737304404,461.0003967,2.769532442,461.0003967,0.077064991,461.0003967,0.3519213498,
,,460.0073242,0.01792458259,460.0073242,2.765048742,460.0073242,0.07808347791,460.0073242,0.3551540971,
,,459.0140381,0.01793227158,459.0140381,2.805578947,459.0140381,0.07924969494,459.0140381,0.3591080606,
,,457.9823303,0.01800427958,457.9823303,2.764359236,457.9823303,0.08038220555,457.9823303,0.3631060719,
,,456.988678,0.01820471883,456.988678,2.811730623,456.988678,0.08153490722,456.988678,0.3665507436,
,,455.9948425,0.01839566417,455.9948425,2.801153421,455.9948425,0.0825400874,455.9948425,0.369746685,
,,455.0007629,0.0183127895,455.0007629,2.810517073,455.0007629,0.08386734873,455.0007629,0.373626411,
,,454.0065308,0.01868693903,454.0065308,2.825692654,454.0065308,0.08488858491,454.0065308,0.3772423863,
,,453.0121155,0.01903052442,453.0121155,2.804106712,453.0121155,0.08610682935,453.0121155,0.3808909357,
,,452.0175476,0.01904553548,452.0175476,2.814250231,452.0175476,0.08738607168,452.0175476,0.3848300874,
,,450.9844971,0.01905646175,450.9844971,2.811515808,450.9844971,0.08853374422,450.9844971,0.3885017931,
,,449.989563,0.01910674572,449.989563,2.835134029,449.989563,0.08968490362,449.989563,0.39207232,
,,448.9943542,0.01913390495,448.9943542,2.829760075,448.9943542,0.09089180082,448.9943542,0.3960131705,
,,447.9990234,0.01944067329,447.9990234,2.827320099,447.9990234,0.09207383543,447.9990234,0.3997024596,
,,447.00354,0.01969803311,447.00354,2.827320814,447.00354,0.0934214592,447.00354,0.4035477936,
,,446.007782,0.01983227022,446.007782,2.849659681,446.007782,0.0945405066,446.007782,0.4070413411,
,,445.0119019,0.01964871027,445.0119019,2.853810072,445.0119019,0.09590485692,445.0119019,0.4109439254,
,,444.0158997,0.01971596479,444.0158997,2.857572079,444.0158997,0.09700045735,444.0158997,0.4147699773,
,,442.9812927,0.01953982003,442.9812927,2.867717981,442.9812927,0.09833727777,442.9812927,0.4189303815,
,,441.9848328,0.02004152536,441.9848328,2.854331732,441.9848328,0.09968027472,441.9848328,0.4232202768,
,,440.9882507,0.01984121278,440.9882507,2.855522156,440.9882507,0.1010247618,440.9882507,0.4266903102,
,,439.9914551,0.0199659802,439.9914551,2.868097067,439.9914551,0.1019871086,439.9914551,0.4304001927,
,,438.9945068,0.01998641714,438.9945068,2.857786894,438.9945068,0.103256017,438.9945068,0.4344218075,
,,437.997345,0.0198937282,437.997345,2.881410837,437.997345,0.1046606153,437.997345,0.4387640655,
,,437.0000305,0.01971899904,437.0000305,2.903467655,437.0000305,0.1060898602,437.0000305,0.4430366755,
,,436.0025024,0.01954033412,436.0025024,2.898868561,436.0025024,0.1072058976,436.0025024,0.4469414949,
,,435.0048218,0.01947077736,435.0048218,2.903191328,435.0048218,0.1085095108,435.0048218,0.4505819678,
,,434.006958,0.01948983781,434.006958,2.910915613,434.006958,0.1095767468,434.006958,0.454387188,
,,433.0089111,0.01936287805,433.0089111,2.905456781,433.0089111,0.1109049469,433.0089111,0.4583663344,
,,432.0107117,0.01922445744,432.0107117,2.923879385,432.0107117,0.112097539,432.0107117,0.4624154866,
,,431.0123291,0.01916947961,431.0123291,2.904092312,431.0123291,0.1132812798,431.0123291,0.4660378993,
,,430.0137634,0.0189712178,430.0137634,2.951408148,430.0137634,0.114492923,430.0137634,0.4697652757,
,,429.0150452,0.01870572194,429.0150452,2.907714605,429.0150452,0.1158682778,429.0150452,0.4735791087,
,,428.0161438,0.0187738575,428.0161438,2.920203209,428.0161438,0.1167430878,428.0161438,0.4769290388,
,,427.0170288,0.01871247776,427.0170288,2.921620131,427.0170288,0.1179511622,427.0170288,0.4806082249,
,,426.0177612,0.01864656806,426.0177612,2.942977667,426.0177612,0.1188516915,426.0177612,0.4839543402,
,,425.0183716,0.01873420738,425.0183716,2.933705091,425.0183716,0.1200451404,425.0183716,0.4870949984,
,,424.0187378,0.01856007986,424.0187378,2.944220781,424.0187378,0.1209288612,424.0187378,0.49032408,
,,423.0189514,0.01810755022,423.0189514,2.927271366,423.0189514,0.1220497265,423.0189514,0.4935437441,
,,422.0190125,0.01835626364,422.0190125,2.938101768,422.0190125,0.123003915,422.0190125,0.4962023199,
,,421.0189514,0.01834705472,421.0189514,2.947586775,421.0189514,0.1238760576,421.0189514,0.4991549253,
,,420.0185852,0.01785925031,420.0185852,2.938088179,420.0185852,0.1246401146,420.0185852,0.5016490817,
,,419.018158,0.01790311001,419.018158,2.937568903,419.018158,0.1255052537,419.018158,0.5039804578,
,,418.0174866,0.01769857667,418.0174866,2.935281038,418.0174866,0.1262800395,418.0174866,0.5063574314,
,,417.0166931,0.01747972332,417.0166931,2.94116354,417.0166931,0.1270355135,417.0166931,0.508590579,
,,416.0157166,0.01722119562,416.0157166,2.948637009,416.0157166,0.1278446615,416.0157166,0.5106900334,
,,415.0145569,0.01711775921,415.0145569,2.961483955,415.0145569,0.1287179142,415.0145569,0.5130946636,
,,414.0132751,0.01688520238,414.0132751,2.943373442,414.0132751,0.1293033212,414.0132751,0.5148437023,
,,413.0117493,0.01645987295,413.0117493,2.994379759,413.0117493,0.1300823092,413.0117493,0.5166636109,
,,412.0101318,0.01619760133,412.0101318,2.980960369,412.0101318,0.1306352317,412.0101318,0.5182463527,
,,411.0083008,0.01647490263,411.0083008,2.933105946,411.0083008,0.1311506778,411.0083008,0.51956743,
,,410.0063171,0.01584615372,410.0063171,2.977125883,410.0063171,0.1320637017,410.0063171,0.5215456486,
,,409.0042114,0.01586580649,409.0042114,2.960186243,409.0042114,0.1323181093,409.0042114,0.5225942135,
,,408.0018921,0.01564202271,408.0018921,3.003358126,408.0018921,0.1327780634,408.0018921,0.5236390829,
,,406.9993896,0.01548029017,406.9993896,2.96083498,406.9993896,0.1331308335,406.9993896,0.5244293213,
,,405.9967346,0.01536908653,405.9967346,2.960531712,405.9967346,0.1334933639,405.9967346,0.525265336,
,,404.993927,0.01582770981,404.993927,2.953047514,404.993927,0.1338229328,404.993927,0.5260788202,
,,403.9909058,0.01569312066,403.9909058,2.952806234,403.9909058,0.1341926008,403.9909058,0.5269492269,
,,402.9878235,0.01569062471,402.9878235,2.948634624,402.9878235,0.1345846653,402.9878235,0.5276611447,
,,401.9844971,0.01565611176,401.9844971,2.945236206,401.9844971,0.1347723454,401.9844971,0.5281764865,
,,400.9810181,0.01573203877,400.9810181,2.940860033,400.9810181,0.1350140721,400.9810181,0.5286358595,
,,400.0159607,0.01603464037,400.0159607,2.986652613,400.0159607,0.1352021843,400.0159607,0.5290433764,
,,399.012207,0.01615899056,399.012207,2.947900534,399.012207,0.1354728341,399.012207,0.5295936465,
,,398.0082397,0.01628146879,398.0082397,2.973585844,398.0082397,0.1356972605,398.0082397,0.5302118063,
,,397.0041199,0.01617809385,397.0041199,2.985090017,397.0041199,0.1360342503,397.0041199,0.5305255651,
,,395.9998474,0.01638701931,395.9998474,2.959343433,395.9998474,0.1359745562,395.9998474,0.5307487249,
,,394.9954224,0.0174566824,394.9954224,2.935133219,394.9954224,0.1359237581,394.9954224,0.5309618711,
,,393.9908142,0.01726051979,393.9908142,2.93821764,393.9908142,0.1360794306,393.9908142,0.5315821171,
,,392.986084,0.01767064445,392.986084,2.962140083,392.986084,0.1361164451,392.986084,0.5315899253,
,,391.9811401,0.01853779145,391.9811401,2.944391727,391.9811401,0.1362483054,391.9811401,0.5322874188,
,,391.0147705,0.01852763444,391.0147705,2.973764181,391.0147705,0.1362797618,391.0147705,0.5328449011,
,,390.009491,0.0187330991,390.009491,2.941084385,390.009491,0.1364448518,390.009491,0.5331367254,
,,389.0041199,0.01900591329,389.0041199,2.961995602,389.0041199,0.1364713609,389.0041199,0.5336543918,
,,387.9985657,0.01978225634,387.9985657,2.961252689,387.9985657,0.1365568638,387.9985657,0.534140408,
,,386.9928894,0.02028755099,386.9928894,2.995504379,386.9928894,0.1364957839,386.9928894,0.5342630148,
,,385.9869995,0.02059546113,385.9869995,2.996133327,385.9869995,0.1365319788,385.9869995,0.5349834561,
,,384.9810181,0.02117366903,384.9810181,2.953971624,384.9810181,0.1365748048,384.9810181,0.5350886583,
,,384.0135193,0.02223675512,384.0135193,2.940086365,384.0135193,0.1362749487,384.0135193,0.5357047319,
,,383.0071716,0.02242471091,383.0071716,2.948994398,383.0071716,0.1364714652,383.0071716,0.5359933376,
,,382.0007324,0.02305659465,382.0007324,2.959280968,382.0007324,0.1364825368,382.0007324,0.5367063284,
,,380.9940796,0.02375796624,380.9940796,2.939303637,380.9940796,0.1363987476,380.9940796,0.5371084809,
,,379.9872742,0.0240677204,379.9872742,2.951677799,379.9872742,0.1362861395,379.9872742,0.5375581384,
,,379.0190735,0.02467451803,379.0190735,2.937369585,379.0190735,0.1363509744,379.0190735,0.5379810929,
,,378.0119934,0.02639822476,378.0119934,2.923047543,378.0119934,0.1360320151,378.0119934,0.5382700562,
,,377.0047302,0.02691761591,377.0047302,2.943323851,377.0047302,0.1358620226,377.0047302,0.5387054682,
,,375.997345,0.02749038115,375.997345,2.882724285,375.997345,0.1354623288,375.997345,0.5392136574,
,,374.9897461,0.0281010177,374.9897461,2.904925346,374.9897461,0.1353719532,374.9897461,0.539393425,
,,373.9820862,0.02847924829,373.9820862,2.907972097,373.9820862,0.1352636814,373.9820862,0.539991498,
,,373.01297,0.02894855849,373.01297,2.980773211,373.01297,0.1352109164,373.01297,0.5403779149,
,,372.0049744,0.02988526598,372.0049744,2.89482832,372.0049744,0.1351339072,372.0049744,0.5412041545,
,,370.9968262,0.03039390966,370.9968262,2.906476974,370.9968262,0.1347018182,370.9968262,0.5413627625,
,,369.9884949,0.0307769794,369.9884949,2.986118078,369.9884949,0.1344459653,369.9884949,0.5421811342,
,,369.0188293,0.03092469089,369.0188293,2.928803444,369.0188293,0.1343677193,369.0188293,0.5428860784,
,,368.0102234,0.0320385024,368.0102234,2.946153402,368.0102234,0.1339223683,368.0102234,0.5432823896,
,,367.0014648,0.03229273111,367.0014648,2.905112982,367.0014648,0.1340118349,367.0014648,0.5444774032,
,,365.9925842,0.03263902292,365.9925842,2.935260534,365.9925842,0.1337979585,365.9925842,0.5448443294,
,,364.9835205,0.03297927976,364.9835205,2.945174694,364.9835205,0.1333711296,364.9835205,0.545543313,
,,364.0131836,0.03254214302,364.0131836,2.950327635,364.0131836,0.133268103,364.0131836,0.5469969511,
,,363.0038147,0.03362870589,363.0038147,2.914081335,363.0038147,0.1330070198,363.0038147,0.5469021797,
,,361.9943542,0.03478588536,361.9943542,2.887396336,361.9943542,0.1327017099,361.9943542,0.5482317805,
,,360.9847107,0.03504195437,360.9847107,2.916093111,360.9847107,0.1324086189,360.9847107,0.5492512584,
,,360.0137329,0.03492318466,360.0137329,2.905544758,360.0137329,0.1322769374,360.0137329,0.5507754087,
,,359.0037842,0.03421182558,359.0037842,2.920830965,359.0037842,0.1323029846,359.0037842,0.5521060228,
,,357.9937744,0.03630089015,357.9937744,2.863277674,357.9937744,0.1318135709,357.9937744,0.5535059571,
,,356.9835205,0.03563852236,356.9835205,2.929981947,356.9835205,0.1321433783,356.9835205,0.5553072691,
,,356.0120239,0.03616878018,356.0120239,2.88519001,356.0120239,0.1320100278,356.0120239,0.556963563,
,,355.0015564,0.03613561019,355.0015564,2.938572645,355.0015564,0.1320129335,355.0015564,0.5591050982,
,,353.9909058,0.03681175411,353.9909058,2.894007206,353.9909058,0.1319447011,353.9909058,0.5611531734,
,,353.0189819,0.03669979796,353.0189819,2.903728247,353.0189819,0.13187778,353.0189819,0.5634400845,
,,352.0080872,0.03657779098,352.0080872,2.898558617,352.0080872,0.1322157085,352.0080872,0.5659941435,
,,350.9970093,0.03705610707,350.9970093,2.940622091,350.9970093,0.132242322,350.9970093,0.5683894157,
,,349.9858093,0.03731439263,349.9858093,2.937639236,349.9858093,0.1326701194,349.9858093,0.5712734461,
,,349.0133667,0.03728155792,349.0133667,2.914345026,349.0133667,0.133283481,349.0133667,0.5747995973,
,,348.0018616,0.03713254258,348.0018616,2.907742739,348.0018616,0.1336581409,348.0018616,0.5783362985,
,,346.9902039,0.03752597794,346.9902039,2.891274214,346.9902039,0.1338797659,346.9902039,0.5810114741,
,,346.017334,0.03779908642,346.017334,2.929256201,346.017334,0.134537667,346.017334,0.5843343139,
,,345.0054321,0.03831977397,345.0054321,2.918340683,345.0054321,0.1351178437,345.0054321,0.5877767801,
,,343.9934082,0.03838127479,343.9934082,2.936922789,343.9934082,0.1357656568,343.9934082,0.5915182233,
,,342.9812012,0.03854766488,342.9812012,2.910527706,342.9812012,0.1365288943,342.9812012,0.5958088636,
,,342.007843,0.03872478753,342.007843,2.939975739,342.007843,0.1373766512,342.007843,0.5998037457,
,,340.9953613,0.03881467879,340.9953613,2.92245698,340.9953613,0.1382157356,340.9953613,0.6036893725,
,,339.9827881,0.03891613707,339.9827881,2.95923543,339.9827881,0.1390830129,339.9827881,0.6081588268,
,,339.0089722,0.03933911026,339.0089722,2.90983963,339.0089722,0.1400796473,339.0089722,0.6125620604,
,,337.9961243,0.03949010372,337.9961243,2.927368641,337.9961243,0.1412525773,337.9961243,0.6175876856,
,,336.9831238,0.03960048407,336.9831238,3.016497612,336.9831238,0.1423017532,336.9831238,0.6222726107,
,,336.0089417,0.03999741375,336.0089417,2.932037354,336.0089417,0.1432697475,336.0089417,0.6264318228,
,,334.9956665,0.03990472481,334.9956665,2.955034494,334.9956665,0.1445034742,334.9956665,0.6315793395,
,,333.9822083,0.04068542644,333.9822083,2.925262451,333.9822083,0.1458671391,333.9822083,0.6361641884,
,,333.0076599,0.04113385826,333.0076599,2.945012331,333.0076599,0.1473050714,333.0076599,0.6415928006,
,,331.993988,0.04166483134,331.993988,2.957552671,331.993988,0.1485673934,331.993988,0.6468067765,
,,331.0191956,0.04175137356,331.0191956,2.952399015,331.0191956,0.150159359,331.0191956,0.6519761086,
,,330.0052185,0.0424480252,330.0052185,2.929074526,330.0052185,0.1514518261,330.0052185,0.6570616961,
,,328.9911804,0.04308187589,328.9911804,2.970058441,328.9911804,0.1529650688,328.9911804,0.6627093554,
,,328.0159607,0.04350002483,328.0159607,2.986046553,328.0159607,0.1544488668,328.0159607,0.668715477,
,,327.0016174,0.04513297603,327.0016174,2.983699083,327.0016174,0.1557797939,327.0016174,0.6739725471,
,,325.9871521,0.04526163638,325.9871521,2.992328644,325.9871521,0.1577107161,325.9871521,0.6798166037,
,,325.0115662,0.04673470184,325.0115662,3.01305604,325.0115662,0.1589052826,325.0115662,0.6842805743,
,,323.9968262,0.04832861573,323.9968262,3.020381689,323.9968262,0.1607198417,323.9968262,0.6898553967,
